timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 04:51:53.041, 0, 27, 1590 MHz, 101.43 W, 0 %, 0 MiB
2026/04/22 04:51:53.047, 1, 24, 345 MHz, 70.08 W, 0 %, 0 MiB
2026/04/22 04:51:53.053, 2, 25, 345 MHz, 68.83 W, 0 %, 0 MiB
2026/04/22 04:51:53.060, 3, 25, 345 MHz, 71.73 W, 0 %, 0 MiB
2026/04/22 04:51:54.066, 0, 27, 1590 MHz, 101.62 W, 0 %, 0 MiB
2026/04/22 04:51:54.070, 1, 24, 345 MHz, 69.98 W, 0 %, 0 MiB
2026/04/22 04:51:54.073, 2, 25, 345 MHz, 68.95 W, 0 %, 0 MiB
2026/04/22 04:51:54.076, 3, 25, 345 MHz, 71.79 W, 0 %, 0 MiB
2026/04/22 04:51:55.079, 0, 27, 1590 MHz, 101.52 W, 0 %, 4 MiB
2026/04/22 04:51:55.102, 1, 24, 780 MHz, 71.48 W, 0 %, 4 MiB
2026/04/22 04:51:55.105, 2, 25, 345 MHz, 68.84 W, 0 %, 4 MiB
2026/04/22 04:51:55.109, 3, 25, 345 MHz, 71.73 W, 0 %, 1 MiB
2026/04/22 04:51:56.114, 0, 27, 1590 MHz, 101.47 W, 0 %, 4 MiB
2026/04/22 04:51:56.118, 1, 24, 780 MHz, 72.93 W, 0 %, 4 MiB
2026/04/22 04:51:56.119, 2, 25, 345 MHz, 68.87 W, 0 %, 4 MiB
2026/04/22 04:51:56.121, 3, 25, 345 MHz, 71.74 W, 0 %, 4 MiB
2026/04/22 04:51:57.122, 0, 27, 1590 MHz, 101.55 W, 0 %, 4 MiB
2026/04/22 04:51:57.127, 1, 24, 345 MHz, 70.96 W, 0 %, 4 MiB
2026/04/22 04:51:57.131, 2, 25, 345 MHz, 68.83 W, 0 %, 4 MiB
2026/04/22 04:51:57.134, 3, 25, 345 MHz, 71.75 W, 0 %, 4 MiB
2026/04/22 04:51:58.136, 0, 27, 1590 MHz, 101.60 W, 0 %, 4 MiB
2026/04/22 04:51:58.141, 1, 24, 345 MHz, 70.02 W, 0 %, 4 MiB
2026/04/22 04:51:58.144, 2, 25, 345 MHz, 68.83 W, 0 %, 4 MiB
2026/04/22 04:51:58.146, 3, 25, 345 MHz, 71.79 W, 0 %, 4 MiB
2026/04/22 04:51:59.148, 0, 27, 1590 MHz, 101.52 W, 0 %, 22 MiB
2026/04/22 04:51:59.189, 1, 25, 1980 MHz, 86.08 W, 0 %, 23 MiB
2026/04/22 04:51:59.268, 2, 26, 1980 MHz, 71.99 W, 0 %, 22 MiB
2026/04/22 04:51:59.271, 3, 25, 1980 MHz, 76.21 W, 0 %, 22 MiB
2026/04/22 04:52:00.275, 0, 27, 1590 MHz, 100.02 W, 1 %, 1333 MiB
2026/04/22 04:52:00.279, 1, 25, 1980 MHz, 115.40 W, 1 %, 1333 MiB
2026/04/22 04:52:00.282, 2, 27, 1980 MHz, 116.74 W, 0 %, 1333 MiB
2026/04/22 04:52:00.284, 3, 26, 1980 MHz, 117.90 W, 1 %, 1333 MiB
2026/04/22 04:52:01.288, 0, 27, 1590 MHz, 99.63 W, 0 %, 1519 MiB
2026/04/22 04:52:01.290, 1, 25, 1980 MHz, 115.24 W, 0 %, 1519 MiB
2026/04/22 04:52:01.290, 2, 27, 1980 MHz, 115.99 W, 0 %, 1519 MiB
2026/04/22 04:52:01.291, 3, 26, 1980 MHz, 116.87 W, 0 %, 1519 MiB
2026/04/22 04:52:02.292, 0, 27, 1590 MHz, 99.29 W, 0 %, 1519 MiB
2026/04/22 04:52:02.296, 1, 25, 1980 MHz, 114.89 W, 0 %, 1519 MiB
2026/04/22 04:52:02.298, 2, 27, 1980 MHz, 115.45 W, 0 %, 1519 MiB
2026/04/22 04:52:02.300, 3, 26, 1980 MHz, 116.47 W, 0 %, 1519 MiB
2026/04/22 04:52:03.300, 0, 27, 1590 MHz, 99.33 W, 0 %, 1519 MiB
2026/04/22 04:52:03.304, 1, 25, 1980 MHz, 114.94 W, 0 %, 1519 MiB
2026/04/22 04:52:03.308, 2, 27, 1980 MHz, 115.48 W, 0 %, 1519 MiB
2026/04/22 04:52:03.311, 3, 26, 1980 MHz, 116.53 W, 0 %, 1519 MiB
2026/04/22 04:52:04.314, 0, 27, 1590 MHz, 99.15 W, 0 %, 1721 MiB
2026/04/22 04:52:04.318, 1, 25, 1980 MHz, 115.04 W, 0 %, 1721 MiB
2026/04/22 04:52:04.319, 2, 27, 1980 MHz, 114.89 W, 0 %, 1721 MiB
2026/04/22 04:52:04.320, 3, 26, 1980 MHz, 116.70 W, 0 %, 1721 MiB
2026/04/22 04:52:05.321, 0, 27, 1590 MHz, 99.40 W, 0 %, 1721 MiB
2026/04/22 04:52:05.324, 1, 25, 1980 MHz, 115.04 W, 0 %, 1721 MiB
2026/04/22 04:52:05.326, 2, 27, 1980 MHz, 114.76 W, 0 %, 1721 MiB
