W0321 19:34:07.705000 125788 torch/distributed/run.py:803] 
W0321 19:34:07.705000 125788 torch/distributed/run.py:803] *****************************************
W0321 19:34:07.705000 125788 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0321 19:34:07.705000 125788 torch/distributed/run.py:803] *****************************************
logs/final_seed7.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:25517137
world_size:8 grad_accum_steps:1
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.03 matrix_lr:0.02 scalar_lr:0.02
train_batch_tokens:524288 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:7
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:1/20000 train_loss:6.9288 train_time:134ms step_avg:134.04ms
step:2/20000 train_loss:7.9474 train_time:203ms step_avg:101.55ms
step:3/20000 train_loss:7.5015 train_time:280ms step_avg:93.49ms
step:4/20000 train_loss:7.0407 train_time:353ms step_avg:88.28ms
step:5/20000 train_loss:6.7112 train_time:428ms step_avg:85.61ms
step:6/20000 train_loss:7.6555 train_time:517ms step_avg:86.20ms
step:7/20000 train_loss:6.6795 train_time:592ms step_avg:84.60ms
step:8/20000 train_loss:6.5685 train_time:666ms step_avg:83.27ms
step:9/20000 train_loss:6.3454 train_time:742ms step_avg:82.42ms
step:10/20000 train_loss:6.1480 train_time:827ms step_avg:82.73ms
step:500/20000 train_loss:2.3951 train_time:40987ms step_avg:81.97ms
step:1000/20000 train_loss:2.3145 train_time:87630ms step_avg:87.63ms
step:1500/20000 train_loss:2.1827 train_time:126705ms step_avg:84.47ms
step:2000/20000 train_loss:2.1856 train_time:169285ms step_avg:84.64ms
step:2500/20000 train_loss:2.0656 train_time:210392ms step_avg:84.16ms
step:3000/20000 train_loss:2.1612 train_time:247740ms step_avg:82.58ms
step:3500/20000 train_loss:2.1889 train_time:289191ms step_avg:82.63ms
step:4000/20000 train_loss:2.1004 train_time:327526ms step_avg:81.88ms
step:4500/20000 train_loss:2.1758 train_time:369279ms step_avg:82.06ms
step:5000/20000 train_loss:1.9217 train_time:410440ms step_avg:82.09ms
step:5500/20000 train_loss:2.0385 train_time:448893ms step_avg:81.62ms
swa:start step:5750
step:6000/20000 train_loss:2.1007 train_time:491636ms step_avg:81.94ms
step:6500/20000 train_loss:1.9382 train_time:534850ms step_avg:82.28ms
step:7000/20000 train_loss:2.0696 train_time:573953ms step_avg:81.99ms
step:7269/20000 val_loss:1.9604 val_bpb:1.1611 train_time:600036ms step_avg:82.55ms
stopping_early: wallclock_cap train_time:600036ms step:7269/20000
peak memory allocated: 12684 MiB reserved: 12810 MiB
swa:applying averaged 31 checkpoints
Serialized model: 98437419 bytes
Code size: 52930 bytes
Total submission size: 98490349 bytes
Serialized model int6+zstd: 15733467 bytes
Total submission size int8+zlib: 15786397 bytes
final_eval_mode:sliding_window stride:64 batch_seqs:32
  sliding_eval [  0.0%] 32/121136 windows running_bpb=1.214150
  sliding_eval [  1.3%] 1632/121136 windows running_bpb=1.145685
  sliding_eval [  2.7%] 3232/121136 windows running_bpb=1.146599
  sliding_eval [  4.0%] 4832/121136 windows running_bpb=1.139817
  sliding_eval [  5.3%] 6432/121136 windows running_bpb=1.152261
  sliding_eval [  6.6%] 8032/121136 windows running_bpb=1.153458
  sliding_eval [  8.0%] 9632/121136 windows running_bpb=1.154693
  sliding_eval [  9.3%] 11232/121136 windows running_bpb=1.150091
  sliding_eval [ 10.6%] 12832/121136 windows running_bpb=1.147623
  sliding_eval [ 11.9%] 14432/121136 windows running_bpb=1.149233
  sliding_eval [ 13.2%] 16032/121136 windows running_bpb=1.158015
  sliding_eval [ 14.6%] 17632/121136 windows running_bpb=1.156404
  sliding_eval [ 15.9%] 19232/121136 windows running_bpb=1.157782
  sliding_eval [ 17.2%] 20832/121136 windows running_bpb=1.155919
  sliding_eval [ 18.5%] 22432/121136 windows running_bpb=1.154393
  sliding_eval [ 19.8%] 24032/121136 windows running_bpb=1.154739
  sliding_eval [ 21.2%] 25632/121136 windows running_bpb=1.156086
  sliding_eval [ 22.5%] 27232/121136 windows running_bpb=1.156577
  sliding_eval [ 23.8%] 28832/121136 windows running_bpb=1.162673
  sliding_eval [ 25.1%] 30432/121136 windows running_bpb=1.160016
  sliding_eval [ 26.4%] 32032/121136 windows running_bpb=1.160993
  sliding_eval [ 27.8%] 33632/121136 windows running_bpb=1.159649
  sliding_eval [ 29.1%] 35232/121136 windows running_bpb=1.159078
  sliding_eval [ 30.4%] 36832/121136 windows running_bpb=1.158656
  sliding_eval [ 31.7%] 38432/121136 windows running_bpb=1.159342
  sliding_eval [ 33.0%] 40032/121136 windows running_bpb=1.156809
  sliding_eval [ 34.4%] 41632/121136 windows running_bpb=1.155740
  sliding_eval [ 35.7%] 43232/121136 windows running_bpb=1.156080
  sliding_eval [ 37.0%] 44832/121136 windows running_bpb=1.154825
  sliding_eval [ 38.3%] 46432/121136 windows running_bpb=1.154775
  sliding_eval [ 39.7%] 48032/121136 windows running_bpb=1.154039
  sliding_eval [ 41.0%] 49632/121136 windows running_bpb=1.155240
  sliding_eval [ 42.3%] 51232/121136 windows running_bpb=1.156371
  sliding_eval [ 43.6%] 52832/121136 windows running_bpb=1.156896
  sliding_eval [ 44.9%] 54432/121136 windows running_bpb=1.156420
  sliding_eval [ 46.3%] 56032/121136 windows running_bpb=1.156823
  sliding_eval [ 47.6%] 57632/121136 windows running_bpb=1.155873
  sliding_eval [ 48.9%] 59232/121136 windows running_bpb=1.151995
  sliding_eval [ 50.2%] 60832/121136 windows running_bpb=1.152122
  sliding_eval [ 51.5%] 62432/121136 windows running_bpb=1.153072
  sliding_eval [ 52.9%] 64032/121136 windows running_bpb=1.153270
  sliding_eval [ 54.2%] 65632/121136 windows running_bpb=1.153137
  sliding_eval [ 55.5%] 67232/121136 windows running_bpb=1.151888
  sliding_eval [ 56.8%] 68832/121136 windows running_bpb=1.151571
  sliding_eval [ 58.1%] 70432/121136 windows running_bpb=1.150888
  sliding_eval [ 59.5%] 72032/121136 windows running_bpb=1.150971
  sliding_eval [ 60.8%] 73632/121136 windows running_bpb=1.150933
  sliding_eval [ 62.1%] 75232/121136 windows running_bpb=1.151119
