timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 05:28:49.231, 0, 22, 345 MHz, 69.01 W, 0 %, 0 MiB
2026/04/22 05:28:49.232, 1, 24, 345 MHz, 70.27 W, 0 %, 0 MiB
2026/04/22 05:28:49.233, 2, 23, 345 MHz, 71.16 W, 0 %, 0 MiB
2026/04/22 05:28:49.234, 3, 21, 345 MHz, 68.15 W, 0 %, 0 MiB
2026/04/22 05:28:49.235, 4, 22, 345 MHz, 70.88 W, 0 %, 0 MiB
2026/04/22 05:28:49.236, 5, 24, 345 MHz, 70.11 W, 0 %, 0 MiB
2026/04/22 05:28:49.237, 6, 23, 345 MHz, 68.63 W, 0 %, 0 MiB
2026/04/22 05:28:49.238, 7, 21, 345 MHz, 69.51 W, 0 %, 0 MiB
2026/04/22 05:28:50.239, 0, 22, 345 MHz, 69.04 W, 0 %, 0 MiB
2026/04/22 05:28:50.239, 1, 24, 345 MHz, 70.30 W, 0 %, 0 MiB
2026/04/22 05:28:50.241, 2, 23, 345 MHz, 71.15 W, 0 %, 0 MiB
2026/04/22 05:28:50.241, 3, 21, 345 MHz, 68.11 W, 0 %, 0 MiB
2026/04/22 05:28:50.242, 4, 22, 345 MHz, 70.88 W, 0 %, 0 MiB
2026/04/22 05:28:50.242, 5, 24, 345 MHz, 70.09 W, 0 %, 0 MiB
2026/04/22 05:28:50.242, 6, 23, 345 MHz, 68.64 W, 0 %, 0 MiB
2026/04/22 05:28:50.243, 7, 21, 345 MHz, 69.48 W, 0 %, 0 MiB
2026/04/22 05:28:51.243, 0, 22, 345 MHz, 69.02 W, 0 %, 4 MiB
2026/04/22 05:28:51.303, 1, 24, 810 MHz, 71.28 W, 0 %, 4 MiB
2026/04/22 05:28:51.303, 2, 23, 345 MHz, 71.19 W, 0 %, 4 MiB
2026/04/22 05:28:51.304, 3, 21, 345 MHz, 68.21 W, 0 %, 1 MiB
2026/04/22 05:28:51.304, 4, 22, 345 MHz, 70.90 W, 0 %, 1 MiB
2026/04/22 05:28:51.305, 5, 24, 345 MHz, 70.08 W, 0 %, 1 MiB
2026/04/22 05:28:51.306, 6, 23, 345 MHz, 68.63 W, 0 %, 1 MiB
2026/04/22 05:28:51.306, 7, 21, 345 MHz, 69.47 W, 0 %, 1 MiB
2026/04/22 05:28:52.306, 0, 22, 345 MHz, 68.97 W, 0 %, 4 MiB
2026/04/22 05:28:52.308, 1, 24, 810 MHz, 73.46 W, 0 %, 4 MiB
2026/04/22 05:28:52.309, 2, 23, 345 MHz, 71.07 W, 0 %, 4 MiB
2026/04/22 05:28:52.310, 3, 21, 345 MHz, 68.11 W, 0 %, 4 MiB
2026/04/22 05:28:52.310, 4, 22, 345 MHz, 70.90 W, 0 %, 4 MiB
2026/04/22 05:28:52.311, 5, 24, 345 MHz, 70.07 W, 0 %, 4 MiB
2026/04/22 05:28:52.311, 6, 23, 345 MHz, 68.69 W, 0 %, 2 MiB
2026/04/22 05:28:52.311, 7, 21, 345 MHz, 69.46 W, 0 %, 1 MiB
2026/04/22 05:28:53.313, 0, 22, 345 MHz, 68.97 W, 0 %, 4 MiB
2026/04/22 05:28:53.313, 1, 24, 345 MHz, 71.50 W, 0 %, 4 MiB
