timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 00:03:09.407, 0, 26, 1980 MHz, 115.49 W, 100 %, 9648 MiB
2026/04/22 00:03:09.412, 1, 29, 1980 MHz, 118.35 W, 0 %, 9638 MiB
2026/04/22 00:03:09.415, 2, 34, 1980 MHz, 310.41 W, 100 %, 9644 MiB
2026/04/22 00:03:09.418, 3, 25, 1980 MHz, 112.49 W, 100 %, 9648 MiB
2026/04/22 00:03:09.421, 4, 26, 1980 MHz, 118.01 W, 100 %, 9646 MiB
2026/04/22 00:03:09.424, 5, 30, 1980 MHz, 117.37 W, 100 %, 9648 MiB
2026/04/22 00:03:09.427, 6, 29, 1980 MHz, 118.37 W, 100 %, 9648 MiB
2026/04/22 00:03:09.430, 7, 25, 1980 MHz, 112.80 W, 0 %, 9638 MiB
2026/04/22 00:03:10.433, 0, 26, 1980 MHz, 115.46 W, 100 %, 9648 MiB
2026/04/22 00:03:10.435, 1, 31, 1980 MHz, 209.37 W, 80 %, 11218 MiB
2026/04/22 00:03:10.436, 2, 30, 1980 MHz, 119.98 W, 100 %, 9648 MiB
2026/04/22 00:03:10.436, 3, 25, 1980 MHz, 112.49 W, 100 %, 9648 MiB
2026/04/22 00:03:10.436, 4, 26, 1980 MHz, 117.94 W, 100 %, 9646 MiB
2026/04/22 00:03:10.436, 5, 30, 1980 MHz, 117.05 W, 100 %, 9648 MiB
2026/04/22 00:03:10.437, 6, 28, 1980 MHz, 118.12 W, 100 %, 9648 MiB
2026/04/22 00:03:10.437, 7, 25, 1980 MHz, 112.79 W, 0 %, 9638 MiB
2026/04/22 00:03:11.437, 0, 26, 1980 MHz, 115.44 W, 100 %, 9648 MiB
2026/04/22 00:03:11.438, 1, 32, 1980 MHz, 303.23 W, 89 %, 9644 MiB
2026/04/22 00:03:11.438, 2, 30, 1980 MHz, 119.57 W, 100 %, 9648 MiB
2026/04/22 00:03:11.439, 3, 25, 1980 MHz, 112.47 W, 100 %, 9648 MiB
2026/04/22 00:03:11.439, 4, 26, 1980 MHz, 117.99 W, 100 %, 9646 MiB
2026/04/22 00:03:11.439, 5, 30, 1980 MHz, 116.97 W, 100 %, 9648 MiB
2026/04/22 00:03:11.440, 6, 28, 1980 MHz, 118.13 W, 100 %, 9648 MiB
2026/04/22 00:03:11.440, 7, 25, 1980 MHz, 112.79 W, 0 %, 9638 MiB
2026/04/22 00:03:12.440, 0, 26, 1980 MHz, 115.69 W, 100 %, 9648 MiB
2026/04/22 00:03:12.441, 1, 30, 1980 MHz, 119.72 W, 100 %, 9648 MiB
2026/04/22 00:03:12.442, 2, 30, 1980 MHz, 119.94 W, 100 %, 9648 MiB
2026/04/22 00:03:12.442, 3, 25, 1980 MHz, 112.88 W, 100 %, 9648 MiB
2026/04/22 00:03:12.442, 4, 26, 1980 MHz, 118.52 W, 100 %, 9646 MiB
2026/04/22 00:03:12.443, 5, 30, 1980 MHz, 117.65 W, 100 %, 9648 MiB
2026/04/22 00:03:12.443, 6, 28, 1980 MHz, 118.74 W, 100 %, 9648 MiB
2026/04/22 00:03:12.443, 7, 27, 1980 MHz, 201.90 W, 83 %, 11166 MiB
2026/04/22 00:03:13.444, 0, 26, 1980 MHz, 115.50 W, 100 %, 9648 MiB
2026/04/22 00:03:13.529, 1, 29, 1980 MHz, 119.05 W, 100 %, 9648 MiB
2026/04/22 00:03:13.532, 2, 29, 1980 MHz, 119.32 W, 100 %, 9648 MiB
2026/04/22 00:03:13.534, 3, 25, 1980 MHz, 112.37 W, 100 %, 9648 MiB
2026/04/22 00:03:13.536, 4, 26, 1980 MHz, 117.85 W, 100 %, 9646 MiB
2026/04/22 00:03:13.537, 5, 30, 1980 MHz, 116.89 W, 100 %, 9648 MiB
2026/04/22 00:03:13.538, 6, 28, 1980 MHz, 118.00 W, 100 %, 9648 MiB
2026/04/22 00:03:13.539, 7, 25, 1980 MHz, 173.30 W, 0 %, 14080 MiB
2026/04/22 00:03:14.541, 0, 26, 1980 MHz, 115.57 W, 100 %, 9648 MiB
2026/04/22 00:03:14.543, 1, 29, 1980 MHz, 119.01 W, 100 %, 9648 MiB
2026/04/22 00:03:14.543, 2, 29, 1980 MHz, 119.23 W, 100 %, 9648 MiB
2026/04/22 00:03:14.543, 3, 25, 1980 MHz, 112.47 W, 100 %, 9648 MiB
2026/04/22 00:03:14.544, 4, 26, 1980 MHz, 117.79 W, 100 %, 9646 MiB
2026/04/22 00:03:14.544, 5, 30, 1980 MHz, 116.88 W, 100 %, 9648 MiB
2026/04/22 00:03:14.544, 6, 28, 1980 MHz, 117.96 W, 100 %, 9648 MiB
2026/04/22 00:03:14.545, 7, 27, 1980 MHz, 209.63 W, 32 %, 9644 MiB
2026/04/22 00:03:15.545, 0, 26, 1980 MHz, 115.52 W, 0 %, 9671 MiB
2026/04/22 00:03:15.547, 1, 29, 1980 MHz, 118.98 W, 0 %, 10173 MiB
2026/04/22 00:03:15.582, 2, 29, 1980 MHz, 119.23 W, 0 %, 9667 MiB
2026/04/22 00:03:15.615, 3, 25, 1980 MHz, 112.31 W, 0 %, 9666 MiB
2026/04/22 00:03:15.618, 4, 26, 1980 MHz, 117.72 W, 0 %, 9664 MiB
2026/04/22 00:03:15.619, 5, 30, 1980 MHz, 116.79 W, 0 %, 9648 MiB
2026/04/22 00:03:15.622, 6, 28, 1980 MHz, 117.97 W, 0 %, 9666 MiB
2026/04/22 00:03:15.627, 7, 25, 1980 MHz, 113.85 W, 0 %, 9666 MiB
2026/04/22 00:03:16.630, 0, 26, 1980 MHz, 115.56 W, 18 %, 12381 MiB
2026/04/22 00:03:16.632, 1, 29, 1980 MHz, 118.93 W, 9 %, 12225 MiB
2026/04/22 00:03:16.635, 2, 29, 1980 MHz, 119.18 W, 3 %, 12045 MiB
2026/04/22 00:03:16.639, 3, 25, 1980 MHz, 112.41 W, 8 %, 12245 MiB
2026/04/22 00:03:16.642, 4, 26, 1980 MHz, 117.85 W, 16 %, 12245 MiB
2026/04/22 00:03:16.648, 5, 30, 1980 MHz, 116.81 W, 5 %, 12199 MiB
2026/04/22 00:03:16.653, 6, 28, 1980 MHz, 117.95 W, 10 %, 12241 MiB
2026/04/22 00:03:16.655, 7, 25, 1980 MHz, 113.82 W, 8 %, 12265 MiB
