timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 00:44:15.439, 0, 29, 1980 MHz, 112.27 W, 0 %, 28135 MiB
2026/04/22 00:44:15.448, 1, 35, 1980 MHz, 230.91 W, 0 %, 28135 MiB
2026/04/22 00:44:15.453, 2, 29, 1980 MHz, 231.01 W, 0 %, 28135 MiB
2026/04/22 00:44:15.459, 3, 27, 1980 MHz, 114.80 W, 0 %, 28135 MiB
2026/04/22 00:44:16.466, 0, 29, 1980 MHz, 112.18 W, 0 %, 28135 MiB
2026/04/22 00:44:16.470, 1, 34, 1980 MHz, 113.76 W, 0 %, 28135 MiB
2026/04/22 00:44:16.473, 2, 27, 1980 MHz, 115.80 W, 0 %, 28135 MiB
2026/04/22 00:44:16.476, 3, 27, 1980 MHz, 114.58 W, 0 %, 28135 MiB
2026/04/22 00:44:17.480, 0, 29, 1980 MHz, 112.25 W, 0 %, 28135 MiB
2026/04/22 00:44:17.484, 1, 34, 1980 MHz, 113.69 W, 0 %, 28135 MiB
2026/04/22 00:44:17.488, 2, 27, 1980 MHz, 115.74 W, 0 %, 28135 MiB
2026/04/22 00:44:17.491, 3, 27, 1980 MHz, 114.62 W, 0 %, 28135 MiB
2026/04/22 00:44:18.494, 0, 29, 1980 MHz, 112.30 W, 0 %, 28135 MiB
2026/04/22 00:44:18.498, 1, 34, 1980 MHz, 113.71 W, 0 %, 28135 MiB
2026/04/22 00:44:18.502, 2, 27, 1980 MHz, 115.70 W, 0 %, 28135 MiB
2026/04/22 00:44:18.505, 3, 27, 1980 MHz, 114.60 W, 0 %, 28135 MiB
2026/04/22 00:44:19.508, 0, 29, 1980 MHz, 112.32 W, 0 %, 28135 MiB
2026/04/22 00:44:19.511, 1, 34, 1980 MHz, 113.65 W, 0 %, 28135 MiB
2026/04/22 00:44:19.514, 2, 27, 1980 MHz, 115.65 W, 0 %, 28135 MiB
2026/04/22 00:44:19.516, 3, 27, 1980 MHz, 114.57 W, 0 %, 28135 MiB
2026/04/22 00:44:20.518, 0, 29, 1980 MHz, 112.16 W, 0 %, 28135 MiB
2026/04/22 00:44:20.523, 1, 34, 1980 MHz, 113.57 W, 0 %, 28135 MiB
2026/04/22 00:44:20.526, 2, 27, 1980 MHz, 115.63 W, 0 %, 28135 MiB
2026/04/22 00:44:20.529, 3, 27, 1980 MHz, 114.45 W, 0 %, 28135 MiB
