timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 23:08:03.936, 0, 27, 1980 MHz, 117.12 W, 0 %, 41514 MiB
2026/04/21 23:08:03.941, 1, 28, 1980 MHz, 118.35 W, 0 %, 41514 MiB
2026/04/21 23:08:03.944, 2, 26, 1980 MHz, 114.61 W, 0 %, 41514 MiB
2026/04/21 23:08:03.947, 3, 24, 1980 MHz, 113.28 W, 0 %, 41514 MiB
2026/04/21 23:08:04.949, 0, 27, 1980 MHz, 117.06 W, 0 %, 41514 MiB
2026/04/21 23:08:04.950, 1, 28, 1980 MHz, 118.42 W, 0 %, 41514 MiB
2026/04/21 23:08:04.951, 2, 26, 1980 MHz, 114.65 W, 0 %, 41514 MiB
2026/04/21 23:08:04.951, 3, 24, 1980 MHz, 113.27 W, 0 %, 41514 MiB
2026/04/21 23:08:05.951, 0, 27, 1980 MHz, 117.07 W, 0 %, 41514 MiB
2026/04/21 23:08:05.952, 1, 28, 1980 MHz, 118.42 W, 0 %, 41514 MiB
2026/04/21 23:08:05.953, 2, 26, 1980 MHz, 114.69 W, 0 %, 41514 MiB
2026/04/21 23:08:05.953, 3, 24, 1980 MHz, 113.16 W, 0 %, 41514 MiB
2026/04/21 23:08:06.953, 0, 27, 1980 MHz, 117.15 W, 0 %, 41514 MiB
2026/04/21 23:08:06.954, 1, 28, 1980 MHz, 118.37 W, 0 %, 41514 MiB
2026/04/21 23:08:06.955, 2, 26, 1980 MHz, 114.65 W, 0 %, 41514 MiB
2026/04/21 23:08:06.955, 3, 24, 1980 MHz, 113.26 W, 0 %, 41514 MiB
2026/04/21 23:08:07.955, 0, 27, 1980 MHz, 117.09 W, 0 %, 41514 MiB
2026/04/21 23:08:07.956, 1, 28, 1980 MHz, 118.37 W, 0 %, 41514 MiB
2026/04/21 23:08:07.956, 2, 26, 1980 MHz, 114.72 W, 0 %, 41514 MiB
2026/04/21 23:08:07.957, 3, 24, 1980 MHz, 113.28 W, 0 %, 41514 MiB
2026/04/21 23:08:08.957, 0, 27, 1980 MHz, 117.11 W, 0 %, 41514 MiB
2026/04/21 23:08:08.958, 1, 28, 1980 MHz, 118.36 W, 0 %, 41514 MiB
2026/04/21 23:08:08.958, 2, 26, 1980 MHz, 114.64 W, 0 %, 41514 MiB
2026/04/21 23:08:08.959, 3, 24, 1980 MHz, 113.38 W, 0 %, 41514 MiB
2026/04/21 23:08:09.959, 0, 27, 1980 MHz, 117.08 W, 0 %, 41514 MiB
2026/04/21 23:08:09.960, 1, 28, 1980 MHz, 118.34 W, 0 %, 41514 MiB
2026/04/21 23:08:09.960, 2, 26, 1980 MHz, 114.68 W, 0 %, 41514 MiB
2026/04/21 23:08:09.961, 3, 24, 1980 MHz, 113.17 W, 0 %, 41514 MiB
2026/04/21 23:08:10.961, 0, 27, 1980 MHz, 117.05 W, 0 %, 41514 MiB
2026/04/21 23:08:10.962, 1, 28, 1980 MHz, 118.34 W, 0 %, 41514 MiB
2026/04/21 23:08:10.963, 2, 26, 1980 MHz, 114.58 W, 0 %, 41514 MiB
2026/04/21 23:08:10.963, 3, 24, 1980 MHz, 113.32 W, 0 %, 41514 MiB
2026/04/21 23:08:11.963, 0, 27, 1980 MHz, 117.05 W, 0 %, 41514 MiB
2026/04/21 23:08:11.964, 1, 28, 1980 MHz, 118.38 W, 0 %, 41514 MiB
2026/04/21 23:08:11.965, 2, 26, 1980 MHz, 114.57 W, 0 %, 41514 MiB
2026/04/21 23:08:11.965, 3, 24, 1980 MHz, 113.15 W, 0 %, 41514 MiB
2026/04/21 23:08:12.965, 0, 27, 1980 MHz, 117.04 W, 0 %, 41514 MiB
2026/04/21 23:08:12.967, 1, 28, 1980 MHz, 118.39 W, 0 %, 41514 MiB
2026/04/21 23:08:12.967, 2, 26, 1980 MHz, 114.64 W, 0 %, 41514 MiB
2026/04/21 23:08:12.967, 3, 24, 1980 MHz, 113.21 W, 0 %, 41514 MiB
2026/04/21 23:08:13.968, 0, 26, 1980 MHz, 117.04 W, 0 %, 41514 MiB
2026/04/21 23:08:13.969, 1, 28, 1980 MHz, 118.39 W, 0 %, 41514 MiB
2026/04/21 23:08:13.969, 2, 26, 1980 MHz, 114.63 W, 0 %, 41514 MiB
2026/04/21 23:08:13.969, 3, 24, 1980 MHz, 113.12 W, 0 %, 41514 MiB
2026/04/21 23:08:14.970, 0, 26, 1980 MHz, 117.07 W, 0 %, 41514 MiB
2026/04/21 23:08:14.971, 1, 28, 1980 MHz, 118.37 W, 0 %, 41514 MiB
2026/04/21 23:08:14.971, 2, 26, 1980 MHz, 114.65 W, 0 %, 41514 MiB
2026/04/21 23:08:14.971, 3, 24, 1980 MHz, 113.35 W, 0 %, 41514 MiB
2026/04/21 23:08:15.972, 0, 27, 1980 MHz, 117.04 W, 0 %, 41514 MiB
2026/04/21 23:08:15.973, 1, 28, 1980 MHz, 118.35 W, 0 %, 41514 MiB
2026/04/21 23:08:15.973, 2, 26, 1980 MHz, 114.62 W, 0 %, 41514 MiB
2026/04/21 23:08:15.973, 3, 24, 1980 MHz, 113.32 W, 0 %, 41514 MiB
2026/04/21 23:08:16.974, 0, 26, 1980 MHz, 117.00 W, 0 %, 41514 MiB
2026/04/21 23:08:16.975, 1, 28, 1980 MHz, 118.32 W, 0 %, 41514 MiB
2026/04/21 23:08:16.975, 2, 32, 1980 MHz, 171.48 W, 8 %, 41516 MiB
2026/04/21 23:08:16.975, 3, 24, 1980 MHz, 113.20 W, 0 %, 41514 MiB
2026/04/21 23:08:17.976, 0, 26, 1980 MHz, 120.26 W, 9 %, 41516 MiB
2026/04/21 23:08:17.977, 1, 29, 1980 MHz, 324.96 W, 0 %, 41516 MiB
2026/04/21 23:08:17.977, 2, 27, 1980 MHz, 281.35 W, 0 %, 41516 MiB
2026/04/21 23:08:17.977, 3, 29, 1980 MHz, 134.11 W, 0 %, 41516 MiB
2026/04/21 23:08:18.978, 0, 28, 1980 MHz, 328.87 W, 0 %, 41516 MiB
2026/04/21 23:08:18.979, 1, 29, 1980 MHz, 117.96 W, 0 %, 41516 MiB
2026/04/21 23:08:18.979, 2, 26, 1980 MHz, 113.11 W, 0 %, 41516 MiB
2026/04/21 23:08:18.979, 3, 25, 1980 MHz, 272.76 W, 0 %, 41516 MiB
2026/04/21 23:08:19.980, 0, 27, 1980 MHz, 116.92 W, 0 %, 41516 MiB
2026/04/21 23:08:19.981, 1, 28, 1980 MHz, 117.83 W, 0 %, 41516 MiB
2026/04/21 23:08:19.981, 2, 26, 1980 MHz, 112.96 W, 0 %, 41516 MiB
2026/04/21 23:08:19.981, 3, 25, 1980 MHz, 112.89 W, 0 %, 41516 MiB
2026/04/21 23:08:20.982, 0, 27, 1980 MHz, 116.78 W, 0 %, 41516 MiB
2026/04/21 23:08:20.983, 1, 28, 1980 MHz, 117.82 W, 0 %, 41516 MiB
2026/04/21 23:08:20.983, 2, 26, 1980 MHz, 112.96 W, 0 %, 41516 MiB
2026/04/21 23:08:20.983, 3, 25, 1980 MHz, 112.82 W, 0 %, 41516 MiB
2026/04/21 23:08:21.984, 0, 27, 1980 MHz, 116.75 W, 0 %, 41516 MiB
2026/04/21 23:08:21.985, 1, 28, 1980 MHz, 117.75 W, 0 %, 41516 MiB
2026/04/21 23:08:21.985, 2, 26, 1980 MHz, 112.90 W, 0 %, 41516 MiB
2026/04/21 23:08:21.985, 3, 25, 1980 MHz, 112.74 W, 0 %, 41516 MiB
2026/04/21 23:08:22.985, 0, 27, 1980 MHz, 116.64 W, 0 %, 41516 MiB
2026/04/21 23:08:22.987, 1, 28, 1980 MHz, 117.71 W, 0 %, 41516 MiB
2026/04/21 23:08:22.987, 2, 26, 1980 MHz, 112.90 W, 0 %, 41516 MiB
2026/04/21 23:08:22.987, 3, 25, 1980 MHz, 112.74 W, 0 %, 41516 MiB
2026/04/21 23:08:23.987, 0, 27, 1980 MHz, 116.64 W, 0 %, 41516 MiB
2026/04/21 23:08:23.988, 1, 28, 1980 MHz, 117.68 W, 0 %, 41516 MiB
2026/04/21 23:08:23.988, 2, 26, 1980 MHz, 112.86 W, 0 %, 41516 MiB
2026/04/21 23:08:23.989, 3, 24, 1980 MHz, 112.71 W, 0 %, 41516 MiB
2026/04/21 23:08:24.989, 0, 27, 1980 MHz, 116.61 W, 0 %, 41516 MiB
2026/04/21 23:08:24.990, 1, 28, 1980 MHz, 117.68 W, 0 %, 41516 MiB
2026/04/21 23:08:24.991, 2, 26, 1980 MHz, 112.85 W, 0 %, 41516 MiB
2026/04/21 23:08:24.991, 3, 24, 1980 MHz, 112.66 W, 0 %, 41516 MiB
2026/04/21 23:08:25.991, 0, 27, 1980 MHz, 116.60 W, 0 %, 41516 MiB
2026/04/21 23:08:25.992, 1, 28, 1980 MHz, 117.67 W, 0 %, 41516 MiB
2026/04/21 23:08:25.993, 2, 26, 1980 MHz, 112.90 W, 0 %, 41516 MiB
2026/04/21 23:08:25.993, 3, 24, 1980 MHz, 112.68 W, 0 %, 41516 MiB
2026/04/21 23:08:26.993, 0, 27, 1980 MHz, 116.59 W, 0 %, 41516 MiB
2026/04/21 23:08:26.994, 1, 28, 1980 MHz, 117.74 W, 0 %, 41516 MiB
