Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=True(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:339ms step:339ms
step:2/100000 loss:6.7180 t:373ms step:34ms
step:3/100000 loss:6.2631 t:407ms step:33ms
step:4/100000 loss:6.1565 t:440ms step:33ms
step:5/100000 loss:6.1881 t:472ms step:32ms
step:10/100000 loss:6.0884 t:635ms step:32ms
step:20/100000 loss:5.9591 t:960ms step:33ms
step:30/100000 loss:5.8163 t:1295ms step:34ms
step:40/100000 loss:5.8502 t:1656ms step:38ms
step:50/100000 loss:5.7288 t:2010ms step:34ms
step:60/100000 loss:5.7395 t:2342ms step:33ms
step:70/100000 loss:5.6599 t:2666ms step:31ms
step:80/100000 loss:5.6419 t:3001ms step:52ms
step:90/100000 loss:5.5920 t:3327ms step:32ms
step:100/100000 loss:5.6313 t:3657ms step:33ms
step:110/100000 loss:5.5827 t:3990ms step:34ms
step:120/100000 loss:5.5494 t:4323ms step:33ms
step:130/100000 loss:5.5718 t:4656ms step:32ms
step:140/100000 loss:5.4808 t:4973ms step:32ms
step:150/100000 loss:5.5870 t:5296ms step:33ms
step:160/100000 loss:5.4662 t:5624ms step:34ms
step:170/100000 loss:5.4881 t:5960ms step:34ms
step:180/100000 loss:5.5066 t:6291ms step:33ms
step:190/100000 loss:5.4376 t:6624ms step:34ms
step:200/100000 loss:5.4516 t:6956ms step:32ms
step:210/100000 loss:5.4928 t:7282ms step:33ms
step:220/100000 loss:5.5044 t:7623ms step:36ms
step:230/100000 loss:5.5136 t:7968ms step:34ms
step:240/100000 loss:5.3442 t:8306ms step:33ms
step:250/100000 loss:5.5052 t:8644ms step:33ms
step:260/100000 loss:5.5021 t:8982ms step:33ms
step:270/100000 loss:5.4692 t:9313ms step:32ms
step:280/100000 loss:5.3663 t:9639ms step:32ms
step:290/100000 loss:5.3881 t:9966ms step:34ms
step:300/100000 loss:5.4651 t:10309ms step:33ms
step:310/100000 loss:5.3653 t:10642ms step:34ms
step:320/100000 loss:5.3874 t:10974ms step:33ms
step:330/100000 loss:5.3278 t:11308ms step:33ms
step:340/100000 loss:5.3569 t:11632ms step:32ms
step:350/100000 loss:5.5408 t:11977ms step:33ms
step:360/100000 loss:5.5753 t:12304ms step:33ms
step:370/100000 loss:5.4310 t:12652ms step:34ms
step:380/100000 loss:5.3605 t:12992ms step:34ms
step:390/100000 loss:5.2707 t:13332ms step:34ms
