====== START F_curriculum_off @ Fri Apr  3 15:23:09 CDT 2026 ======
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:612258 arch:skc layers:4 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=False(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9356 t:163ms step:163ms
step:2/100000 loss:6.6854 t:294ms step:131ms
step:3/100000 loss:6.2287 t:427ms step:132ms
step:4/100000 loss:6.0844 t:562ms step:135ms
step:5/100000 loss:6.1451 t:697ms step:135ms
step:10/100000 loss:5.9129 t:1364ms step:133ms
step:20/100000 loss:5.6440 t:2689ms step:133ms
step:30/100000 loss:5.1196 t:4022ms step:133ms
step:40/100000 loss:5.0278 t:5339ms step:132ms
step:50/100000 loss:4.8736 t:6671ms step:130ms
step:60/100000 loss:4.8205 t:7998ms step:133ms
step:70/100000 loss:4.6580 t:9326ms step:132ms
step:80/100000 loss:4.6046 t:10665ms step:135ms
step:90/100000 loss:4.5690 t:11988ms step:135ms
step:100/100000 loss:4.6200 t:13327ms step:131ms
step:110/100000 loss:4.4794 t:14664ms step:133ms
step:120/100000 loss:4.3539 t:15980ms step:130ms
step:130/100000 loss:4.4221 t:17315ms step:134ms
step:140/100000 loss:4.2844 t:18637ms step:134ms
step:150/100000 loss:4.4803 t:19981ms step:131ms
step:160/100000 loss:4.2848 t:21322ms step:133ms
step:170/100000 loss:4.3027 t:22646ms step:130ms
step:180/100000 loss:4.2886 t:23981ms step:133ms
step:190/100000 loss:4.2047 t:25323ms step:154ms
step:200/100000 loss:4.1699 t:26664ms step:133ms
step:210/100000 loss:4.1274 t:27989ms step:133ms
step:220/100000 loss:4.2487 t:29313ms step:133ms
step:230/100000 loss:4.3285 t:30647ms step:133ms
step:240/100000 loss:4.0470 t:31980ms step:133ms
step:250/100000 loss:4.2254 t:33321ms step:132ms
step:260/100000 loss:4.2430 t:34652ms step:134ms
step:270/100000 loss:4.1099 t:35978ms step:132ms
step:280/100000 loss:4.0889 t:37314ms step:133ms
step:290/100000 loss:4.3052 t:38664ms step:133ms
step:300/100000 loss:4.2512 t:39998ms step:133ms
step:310/100000 loss:4.1225 t:41323ms step:133ms
step:320/100000 loss:4.1990 t:42645ms step:130ms
step:330/100000 loss:4.0254 t:43978ms step:133ms
step:340/100000 loss:4.1428 t:45314ms step:132ms
step:350/100000 loss:4.3137 t:46667ms step:135ms
step:360/100000 loss:4.3997 t:48031ms step:133ms
step:370/100000 loss:4.2063 t:49354ms step:131ms
step:380/100000 loss:4.0852 t:50706ms step:133ms
step:390/100000 loss:4.0447 t:52022ms step:131ms
step:400/100000 loss:4.1126 t:53363ms step:135ms
step:410/100000 loss:4.1916 t:54688ms step:135ms
step:420/100000 loss:3.9715 t:56016ms step:130ms
step:430/100000 loss:3.9216 t:57364ms step:133ms
step:440/100000 loss:4.0809 t:58688ms step:132ms
step:450/100000 loss:4.1861 t:60023ms step:133ms
step:460/100000 loss:4.0422 t:61344ms step:134ms
step:470/100000 loss:3.9468 t:62688ms step:132ms
step:480/100000 loss:4.1028 t:64022ms step:133ms
