START: BV_clip05  Fri Apr  3 19:50:44 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:221ms step:221ms
step:2/100000 loss:6.6796 t:410ms step:188ms
step:3/100000 loss:6.1797 t:594ms step:184ms
step:4/100000 loss:6.0703 t:779ms step:184ms
step:5/100000 loss:6.1547 t:963ms step:184ms
step:10/100000 loss:5.8860 t:1895ms step:185ms
step:20/100000 loss:5.5811 t:3751ms step:187ms
step:30/100000 loss:5.0603 t:5628ms step:208ms
step:40/100000 loss:5.0116 t:7485ms step:187ms
step:50/100000 loss:4.8360 t:9343ms step:185ms
step:60/100000 loss:4.8056 t:11198ms step:185ms
step:70/100000 loss:4.6244 t:13084ms step:187ms
step:80/100000 loss:4.5636 t:14940ms step:185ms
step:90/100000 loss:4.5335 t:16813ms step:187ms
step:100/100000 loss:4.6225 t:18684ms step:185ms
step:110/100000 loss:4.4556 t:20530ms step:185ms
step:120/100000 loss:4.3327 t:22396ms step:185ms
step:130/100000 loss:4.4259 t:24259ms step:186ms
step:140/100000 loss:4.2477 t:26140ms step:186ms
step:150/100000 loss:4.4947 t:27996ms step:185ms
step:160/100000 loss:4.2515 t:29857ms step:189ms
step:170/100000 loss:4.2615 t:31735ms step:184ms
step:180/100000 loss:4.3198 t:33597ms step:185ms
step:190/100000 loss:4.1763 t:35453ms step:187ms
step:200/100000 loss:4.1504 t:37317ms step:185ms
step:210/100000 loss:4.1499 t:39186ms step:187ms
step:220/100000 loss:4.2485 t:41044ms step:185ms
step:230/100000 loss:4.3217 t:42901ms step:187ms
step:240/100000 loss:4.0457 t:44759ms step:186ms
step:250/100000 loss:4.1890 t:46629ms step:183ms
step:260/100000 loss:4.2027 t:48496ms step:187ms
step:270/100000 loss:4.0896 t:50345ms step:186ms
step:280/100000 loss:4.0377 t:52212ms step:185ms
step:290/100000 loss:4.3106 t:54073ms step:186ms
step:300/100000 loss:4.2262 t:55929ms step:184ms
step:310/100000 loss:4.0762 t:57792ms step:186ms
step:320/100000 loss:4.1381 t:59664ms step:186ms
step:330/100000 loss:3.9903 t:61526ms step:186ms
step:340/100000 loss:4.1095 t:63388ms step:186ms
step:350/100000 loss:4.2612 t:65272ms step:185ms
step:360/100000 loss:4.3236 t:67136ms step:187ms
step:370/100000 loss:4.1672 t:68997ms step:186ms
step:380/100000 loss:4.0502 t:70855ms step:185ms
