START: BD_carry_low  Fri Apr  3 18:18:25 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:861075 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:True engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
koopman:rank=2 diag_init=0.9 consist_w=0.005 halt:1@0.05 carry:1@0.5
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:238ms step:238ms
step:2/100000 loss:6.6796 t:432ms step:193ms
step:3/100000 loss:6.2050 t:627ms step:195ms
step:4/100000 loss:6.0702 t:833ms step:205ms
step:5/100000 loss:6.1462 t:1036ms step:203ms
step:10/100000 loss:5.8811 t:2073ms step:202ms
step:20/100000 loss:5.5780 t:4026ms step:193ms
step:30/100000 loss:5.0883 t:5972ms step:196ms
step:40/100000 loss:5.0174 t:7916ms step:190ms
step:50/100000 loss:4.8274 t:9856ms step:195ms
step:60/100000 loss:4.7819 t:11826ms step:192ms
step:70/100000 loss:4.6246 t:13783ms step:196ms
step:80/100000 loss:4.5534 t:15723ms step:194ms
step:90/100000 loss:4.5228 t:17674ms step:196ms
step:100/100000 loss:4.5906 t:19634ms step:196ms
step:110/100000 loss:4.4470 t:21587ms step:194ms
step:120/100000 loss:4.3386 t:23534ms step:193ms
step:130/100000 loss:4.3803 t:25479ms step:194ms
step:140/100000 loss:4.2458 t:27435ms step:193ms
step:150/100000 loss:4.4789 t:29385ms step:192ms
step:160/100000 loss:4.2879 t:31342ms step:196ms
step:170/100000 loss:4.2573 t:33302ms step:207ms
step:180/100000 loss:4.3112 t:35250ms step:195ms
step:190/100000 loss:4.1904 t:37193ms step:193ms
step:200/100000 loss:4.1310 t:39142ms step:192ms
step:210/100000 loss:4.1029 t:41088ms step:195ms
step:220/100000 loss:4.2263 t:43061ms step:194ms
step:230/100000 loss:4.3026 t:45010ms step:195ms
step:240/100000 loss:4.0269 t:46959ms step:194ms
step:250/100000 loss:4.2031 t:48909ms step:196ms
step:260/100000 loss:4.2506 t:50876ms step:197ms
step:270/100000 loss:4.0841 t:52826ms step:194ms
step:280/100000 loss:4.0496 t:54784ms step:198ms
step:290/100000 loss:4.2451 t:56753ms step:191ms
step:300/100000 loss:4.1914 t:58696ms step:195ms
step:310/100000 loss:4.0930 t:60642ms step:193ms
step:320/100000 loss:4.1476 t:62594ms step:194ms
step:330/100000 loss:3.9963 t:64564ms step:195ms
step:340/100000 loss:4.0684 t:66515ms step:196ms
step:350/100000 loss:4.2554 t:68459ms step:193ms
step:360/100000 loss:4.3009 t:70408ms step:196ms
