====== START I_lr_high @ Fri Apr  3 15:38:23 CDT 2026 ======
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:612258 arch:skc layers:4 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.05 scalar_lr=0.04 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:165ms step:165ms
step:2/100000 loss:6.6701 t:293ms step:128ms
step:3/100000 loss:6.1866 t:423ms step:130ms
step:4/100000 loss:6.0668 t:554ms step:131ms
step:5/100000 loss:6.1395 t:686ms step:131ms
step:10/100000 loss:5.8572 t:1349ms step:131ms
step:20/100000 loss:5.4820 t:2679ms step:134ms
step:30/100000 loss:5.0247 t:4030ms step:134ms
step:40/100000 loss:4.9960 t:5360ms step:133ms
step:50/100000 loss:4.8317 t:6695ms step:133ms
step:60/100000 loss:4.7872 t:8013ms step:133ms
step:70/100000 loss:4.6252 t:9357ms step:131ms
step:80/100000 loss:4.5763 t:10697ms step:133ms
step:90/100000 loss:4.5585 t:12021ms step:133ms
step:100/100000 loss:4.6006 t:13385ms step:134ms
step:110/100000 loss:4.4490 t:14718ms step:138ms
step:120/100000 loss:4.3373 t:16079ms step:152ms
step:130/100000 loss:4.4039 t:17406ms step:135ms
step:140/100000 loss:4.2741 t:18736ms step:132ms
step:150/100000 loss:4.4809 t:20080ms step:133ms
step:160/100000 loss:4.2677 t:21421ms step:133ms
step:170/100000 loss:4.2776 t:22768ms step:148ms
step:180/100000 loss:4.3187 t:24096ms step:134ms
step:190/100000 loss:4.2020 t:25428ms step:133ms
step:200/100000 loss:4.1623 t:26768ms step:138ms
step:210/100000 loss:4.1319 t:28111ms step:135ms
step:220/100000 loss:4.2462 t:29456ms step:132ms
step:230/100000 loss:4.3261 t:30801ms step:139ms
step:240/100000 loss:4.0349 t:32153ms step:132ms
step:250/100000 loss:4.2361 t:33519ms step:134ms
step:260/100000 loss:4.2333 t:34883ms step:131ms
step:270/100000 loss:4.1155 t:36213ms step:127ms
step:280/100000 loss:4.0748 t:37538ms step:134ms
step:290/100000 loss:4.3314 t:38875ms step:137ms
step:300/100000 loss:4.2524 t:40213ms step:133ms
step:310/100000 loss:4.1254 t:41551ms step:134ms
step:320/100000 loss:4.1786 t:42887ms step:131ms
step:330/100000 loss:4.0437 t:44222ms step:134ms
step:340/100000 loss:4.1336 t:45561ms step:133ms
step:350/100000 loss:4.3096 t:46897ms step:134ms
step:360/100000 loss:4.3582 t:48238ms step:132ms
step:370/100000 loss:4.1845 t:49587ms step:134ms
step:380/100000 loss:4.0754 t:50927ms step:139ms
