START: EL_best_small  Sat Apr  4 02:15:41 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:992486 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:True(4h3o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:228ms step:227ms
step:2/100000 loss:6.6989 t:449ms step:221ms
step:3/100000 loss:6.3082 t:635ms step:186ms
step:4/100000 loss:6.1749 t:822ms step:186ms
step:5/100000 loss:6.1574 t:1006ms step:184ms
step:10/100000 loss:5.9435 t:1926ms step:183ms
step:20/100000 loss:5.5446 t:3760ms step:184ms
step:30/100000 loss:5.1028 t:5593ms step:185ms
step:40/100000 loss:4.9259 t:7433ms step:181ms
step:50/100000 loss:4.7626 t:9292ms step:182ms
step:60/100000 loss:4.6500 t:11138ms step:186ms
step:70/100000 loss:4.4676 t:12969ms step:185ms
step:80/100000 loss:4.4072 t:14834ms step:192ms
step:90/100000 loss:4.3457 t:16695ms step:185ms
step:100/100000 loss:4.4087 t:18556ms step:187ms
step:110/100000 loss:4.2424 t:20407ms step:181ms
step:120/100000 loss:4.0556 t:22248ms step:185ms
step:130/100000 loss:4.0788 t:24084ms step:185ms
step:140/100000 loss:3.9162 t:25936ms step:186ms
step:150/100000 loss:4.0918 t:27801ms step:184ms
step:160/100000 loss:3.8845 t:29641ms step:182ms
step:170/100000 loss:3.8773 t:31488ms step:181ms
step:180/100000 loss:3.9256 t:33325ms step:184ms
step:190/100000 loss:3.7526 t:35188ms step:185ms
step:200/100000 loss:3.7127 t:37043ms step:185ms
step:210/100000 loss:3.6705 t:38876ms step:182ms
step:220/100000 loss:3.7434 t:40730ms step:182ms
step:230/100000 loss:3.8119 t:42600ms step:189ms
step:240/100000 loss:3.5023 t:44441ms step:185ms
step:250/100000 loss:3.7031 t:46280ms step:185ms
step:260/100000 loss:3.7010 t:48121ms step:186ms
step:270/100000 loss:3.5650 t:49968ms step:182ms
step:280/100000 loss:3.4998 t:51831ms step:181ms
step:290/100000 loss:3.6762 t:53677ms step:186ms
step:300/100000 loss:3.6944 t:55534ms step:186ms
step:310/100000 loss:3.4743 t:57380ms step:187ms
step:320/100000 loss:3.5083 t:59253ms step:214ms
step:330/100000 loss:3.3760 t:61107ms step:181ms
step:340/100000 loss:3.4368 t:62951ms step:183ms
step:350/100000 loss:3.5745 t:64791ms step:185ms
step:360/100000 loss:3.6733 t:66643ms step:189ms
step:370/100000 loss:3.4764 t:68505ms step:185ms
step:380/100000 loss:3.3430 t:70350ms step:183ms
