Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:True xsa_start:4 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:230ms step:230ms
step:2/100000 loss:6.6796 t:440ms step:210ms
step:3/100000 loss:6.2050 t:626ms step:185ms
step:4/100000 loss:6.0702 t:814ms step:188ms
step:5/100000 loss:6.1458 t:1003ms step:189ms
step:10/100000 loss:5.8754 t:1953ms step:190ms
step:20/100000 loss:5.5652 t:3894ms step:200ms
step:30/100000 loss:5.0719 t:5823ms step:189ms
step:40/100000 loss:4.9951 t:7742ms step:198ms
step:50/100000 loss:4.8481 t:9668ms step:187ms
step:60/100000 loss:4.8038 t:11620ms step:189ms
step:70/100000 loss:4.6317 t:13525ms step:192ms
step:80/100000 loss:4.5842 t:15434ms step:191ms
step:90/100000 loss:4.5492 t:17442ms step:215ms
step:100/100000 loss:4.6299 t:19351ms step:193ms
step:110/100000 loss:4.4787 t:21272ms step:191ms
step:120/100000 loss:4.3672 t:23183ms step:189ms
step:130/100000 loss:4.4108 t:25100ms step:188ms
step:140/100000 loss:4.2920 t:27022ms step:196ms
step:150/100000 loss:4.5099 t:28920ms step:192ms
step:160/100000 loss:4.2488 t:30830ms step:192ms
step:170/100000 loss:4.2944 t:32759ms step:194ms
step:180/100000 loss:4.2929 t:34666ms step:189ms
step:190/100000 loss:4.1779 t:36573ms step:188ms
step:200/100000 loss:4.1548 t:38505ms step:207ms
step:210/100000 loss:4.1156 t:40495ms step:207ms
step:220/100000 loss:4.2454 t:42413ms step:192ms
step:230/100000 loss:4.2942 t:44330ms step:193ms
step:240/100000 loss:4.0351 t:46335ms step:196ms
step:250/100000 loss:4.2238 t:48251ms step:191ms
step:260/100000 loss:4.2122 t:50163ms step:188ms
step:270/100000 loss:4.0772 t:52076ms step:190ms
step:280/100000 loss:4.0456 t:54016ms step:191ms
step:290/100000 loss:4.2546 t:55925ms step:192ms
step:300/100000 loss:4.2178 t:57857ms step:189ms
step:310/100000 loss:4.0885 t:59765ms step:193ms
step:320/100000 loss:4.1471 t:61672ms step:190ms
step:330/100000 loss:4.0070 t:63599ms step:190ms
step:340/100000 loss:4.0948 t:65528ms step:189ms
step:350/100000 loss:4.2852 t:67434ms step:192ms
step:360/100000 loss:4.3157 t:69356ms step:189ms
step:370/100000 loss:4.1614 t:71264ms step:192ms
step:380/100000 loss:4.0290 t:73197ms step:190ms
step:390/100000 loss:3.9849 t:75117ms step:193ms
