START: BP_ngram  Fri Apr  3 19:19:47 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:220ms step:220ms
step:2/100000 loss:6.6796 t:405ms step:185ms
step:3/100000 loss:6.2050 t:589ms step:184ms
step:4/100000 loss:6.0702 t:773ms step:184ms
step:5/100000 loss:6.1458 t:958ms step:185ms
step:10/100000 loss:5.8754 t:1888ms step:186ms
step:20/100000 loss:5.5652 t:3741ms step:185ms
step:30/100000 loss:5.0719 t:5608ms step:185ms
step:40/100000 loss:4.9951 t:7460ms step:185ms
step:50/100000 loss:4.8481 t:9312ms step:184ms
step:60/100000 loss:4.8038 t:11170ms step:186ms
step:70/100000 loss:4.6317 t:13041ms step:186ms
step:80/100000 loss:4.5842 t:14912ms step:185ms
step:90/100000 loss:4.5492 t:16758ms step:184ms
step:100/100000 loss:4.6299 t:18619ms step:186ms
step:110/100000 loss:4.4787 t:20474ms step:183ms
step:120/100000 loss:4.3672 t:22342ms step:197ms
step:130/100000 loss:4.4108 t:24194ms step:186ms
step:140/100000 loss:4.2920 t:26052ms step:186ms
step:150/100000 loss:4.5099 t:27903ms step:185ms
step:160/100000 loss:4.2488 t:29756ms step:184ms
step:170/100000 loss:4.2944 t:31618ms step:184ms
step:180/100000 loss:4.2929 t:33468ms step:186ms
step:190/100000 loss:4.1779 t:35329ms step:186ms
step:200/100000 loss:4.1548 t:37185ms step:186ms
step:210/100000 loss:4.1156 t:39090ms step:193ms
step:220/100000 loss:4.2454 t:40986ms step:186ms
step:230/100000 loss:4.2942 t:42841ms step:185ms
step:240/100000 loss:4.0351 t:44694ms step:186ms
step:250/100000 loss:4.2238 t:46544ms step:183ms
step:260/100000 loss:4.2122 t:48403ms step:185ms
step:270/100000 loss:4.0772 t:50261ms step:186ms
step:280/100000 loss:4.0456 t:52124ms step:187ms
step:290/100000 loss:4.2546 t:53985ms step:187ms
step:300/100000 loss:4.2178 t:55838ms step:185ms
step:310/100000 loss:4.0885 t:57698ms step:186ms
step:320/100000 loss:4.1484 t:59556ms step:185ms
step:330/100000 loss:4.0032 t:61412ms step:184ms
step:340/100000 loss:4.0975 t:63291ms step:205ms
step:350/100000 loss:4.2899 t:65141ms step:185ms
step:360/100000 loss:4.3170 t:66998ms step:187ms
step:370/100000 loss:4.1555 t:68858ms step:186ms
step:380/100000 loss:4.0435 t:70731ms step:186ms
