START: BH_muon_warm0  Fri Apr  3 18:38:53 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:227ms step:227ms
step:2/100000 loss:6.6796 t:411ms step:183ms
step:3/100000 loss:6.2046 t:596ms step:184ms
step:4/100000 loss:6.0705 t:783ms step:187ms
step:5/100000 loss:6.1547 t:969ms step:185ms
step:10/100000 loss:5.8901 t:1903ms step:187ms
step:20/100000 loss:5.6334 t:3782ms step:186ms
step:30/100000 loss:5.1427 t:5650ms step:188ms
step:40/100000 loss:5.0453 t:7525ms step:187ms
step:50/100000 loss:4.8749 t:9391ms step:186ms
step:60/100000 loss:4.8530 t:11244ms step:186ms
step:70/100000 loss:4.6665 t:13122ms step:186ms
step:80/100000 loss:4.5973 t:14986ms step:186ms
step:90/100000 loss:4.5955 t:16851ms step:187ms
step:100/100000 loss:4.6219 t:18720ms step:187ms
step:110/100000 loss:4.5156 t:20593ms step:197ms
step:120/100000 loss:4.3834 t:22453ms step:188ms
step:130/100000 loss:4.4407 t:24319ms step:186ms
step:140/100000 loss:4.3160 t:26179ms step:185ms
step:150/100000 loss:4.4757 t:28042ms step:185ms
step:160/100000 loss:4.2809 t:29906ms step:189ms
step:170/100000 loss:4.3054 t:31787ms step:187ms
step:180/100000 loss:4.3315 t:33656ms step:187ms
step:190/100000 loss:4.2395 t:35518ms step:188ms
step:200/100000 loss:4.2113 t:37386ms step:187ms
step:210/100000 loss:4.1600 t:39269ms step:183ms
step:220/100000 loss:4.2950 t:41125ms step:185ms
step:230/100000 loss:4.3228 t:42986ms step:186ms
step:240/100000 loss:4.0953 t:44860ms step:187ms
step:250/100000 loss:4.2447 t:46724ms step:186ms
step:260/100000 loss:4.2629 t:48607ms step:201ms
step:270/100000 loss:4.1066 t:50470ms step:188ms
step:280/100000 loss:4.0822 t:52342ms step:186ms
step:290/100000 loss:4.2949 t:54204ms step:185ms
step:300/100000 loss:4.2444 t:56068ms step:185ms
step:310/100000 loss:4.0836 t:57957ms step:184ms
step:320/100000 loss:4.1704 t:59821ms step:187ms
step:330/100000 loss:4.0376 t:61689ms step:187ms
step:340/100000 loss:4.1951 t:63554ms step:187ms
step:350/100000 loss:4.3190 t:65419ms step:187ms
step:360/100000 loss:4.3590 t:67293ms step:188ms
step:370/100000 loss:4.1864 t:69193ms step:186ms
step:380/100000 loss:4.0449 t:71048ms step:185ms
