START: BU_ternary_noise  Fri Apr  3 19:45:37 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.05 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9345 t:229ms step:229ms
step:2/100000 loss:6.4068 t:423ms step:193ms
step:3/100000 loss:6.1611 t:612ms step:189ms
step:4/100000 loss:6.1923 t:801ms step:188ms
step:5/100000 loss:6.1665 t:991ms step:190ms
step:10/100000 loss:5.7701 t:1940ms step:189ms
step:20/100000 loss:5.2433 t:3826ms step:188ms
step:30/100000 loss:4.9163 t:5733ms step:188ms
step:40/100000 loss:4.8436 t:7621ms step:191ms
step:50/100000 loss:4.6740 t:9509ms step:189ms
step:60/100000 loss:4.6415 t:11390ms step:187ms
step:70/100000 loss:4.4624 t:13297ms step:187ms
step:80/100000 loss:4.4261 t:15182ms step:189ms
step:90/100000 loss:4.3911 t:17071ms step:189ms
step:100/100000 loss:4.4924 t:18960ms step:188ms
step:110/100000 loss:4.3379 t:20879ms step:188ms
step:120/100000 loss:4.2095 t:22772ms step:188ms
step:130/100000 loss:4.3213 t:24660ms step:187ms
step:140/100000 loss:4.1801 t:26541ms step:188ms
step:150/100000 loss:4.3913 t:28434ms step:189ms
step:160/100000 loss:4.2306 t:30333ms step:189ms
step:170/100000 loss:4.1886 t:32220ms step:189ms
step:180/100000 loss:4.2712 t:34114ms step:190ms
step:190/100000 loss:4.1305 t:36016ms step:190ms
step:200/100000 loss:4.0478 t:37910ms step:189ms
step:210/100000 loss:4.1208 t:39799ms step:189ms
step:220/100000 loss:4.1772 t:41690ms step:188ms
step:230/100000 loss:4.2641 t:43594ms step:188ms
step:240/100000 loss:4.0034 t:45481ms step:189ms
step:250/100000 loss:4.1307 t:47373ms step:189ms
step:260/100000 loss:4.1552 t:49328ms step:218ms
step:270/100000 loss:4.0297 t:51229ms step:189ms
step:280/100000 loss:4.0100 t:53117ms step:189ms
step:290/100000 loss:4.2962 t:55009ms step:190ms
step:300/100000 loss:4.1681 t:56914ms step:189ms
step:310/100000 loss:4.0137 t:58804ms step:188ms
step:320/100000 loss:4.1246 t:60692ms step:188ms
step:330/100000 loss:3.9632 t:62584ms step:190ms
step:340/100000 loss:4.1299 t:64491ms step:188ms
step:350/100000 loss:4.2093 t:66382ms step:190ms
step:360/100000 loss:4.2669 t:68273ms step:188ms
step:370/100000 loss:4.0995 t:70180ms step:189ms
step:380/100000 loss:3.9821 t:72069ms step:189ms
step:390/100000 loss:3.9541 t:73957ms step:188ms
step:400/100000 loss:4.0444 t:75854ms step:191ms
step:410/100000 loss:4.0227 t:77765ms step:186ms
step:420/100000 loss:3.8862 t:79654ms step:189ms
step:430/100000 loss:3.8152 t:81546ms step:189ms
step:440/100000 loss:4.0300 t:83468ms step:189ms
step:450/100000 loss:4.0837 t:85363ms step:188ms
step:460/100000 loss:3.9081 t:87251ms step:189ms
