====== START H_smeargate_off @ Fri Apr  3 15:33:19 CDT 2026 ======
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:612130 arch:skc layers:4 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=False
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9369 t:173ms step:173ms
step:2/100000 loss:6.8010 t:295ms step:123ms
step:3/100000 loss:6.4092 t:419ms step:123ms
step:4/100000 loss:6.1569 t:543ms step:123ms
step:5/100000 loss:6.0403 t:667ms step:124ms
step:10/100000 loss:5.7726 t:1279ms step:122ms
step:20/100000 loss:5.3500 t:2518ms step:124ms
step:30/100000 loss:5.0122 t:3765ms step:121ms
step:40/100000 loss:4.9897 t:5004ms step:123ms
step:50/100000 loss:4.8292 t:6225ms step:121ms
step:60/100000 loss:4.7783 t:7471ms step:124ms
step:70/100000 loss:4.6640 t:8703ms step:123ms
step:80/100000 loss:4.5801 t:9959ms step:140ms
step:90/100000 loss:4.5771 t:11182ms step:122ms
step:100/100000 loss:4.6537 t:12419ms step:121ms
step:110/100000 loss:4.5230 t:13661ms step:125ms
step:120/100000 loss:4.3725 t:14899ms step:123ms
step:130/100000 loss:4.4469 t:16132ms step:124ms
step:140/100000 loss:4.3202 t:17369ms step:122ms
step:150/100000 loss:4.4676 t:18608ms step:123ms
step:160/100000 loss:4.3338 t:19842ms step:124ms
step:170/100000 loss:4.3235 t:21084ms step:124ms
step:180/100000 loss:4.3769 t:22317ms step:125ms
step:190/100000 loss:4.2617 t:23570ms step:121ms
step:200/100000 loss:4.2527 t:24800ms step:124ms
step:210/100000 loss:4.2341 t:26047ms step:121ms
step:220/100000 loss:4.3362 t:27287ms step:124ms
step:230/100000 loss:4.3648 t:28520ms step:122ms
step:240/100000 loss:4.1262 t:29773ms step:138ms
step:250/100000 loss:4.3029 t:31006ms step:123ms
