START: DB_unet_caps_skip  Sat Apr  4 00:19:57 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:1016630 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:True(4h3o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:230ms step:230ms
step:2/100000 loss:6.6989 t:421ms step:191ms
step:3/100000 loss:6.3083 t:611ms step:190ms
step:4/100000 loss:6.1754 t:795ms step:184ms
step:5/100000 loss:6.1571 t:978ms step:183ms
step:10/100000 loss:5.9420 t:1898ms step:184ms
step:20/100000 loss:5.5644 t:3750ms step:203ms
step:30/100000 loss:5.1272 t:5579ms step:183ms
step:40/100000 loss:4.9678 t:7412ms step:183ms
step:50/100000 loss:4.7743 t:9245ms step:184ms
step:60/100000 loss:4.7070 t:11101ms step:186ms
step:70/100000 loss:4.5019 t:12935ms step:183ms
step:80/100000 loss:4.4302 t:14769ms step:183ms
step:90/100000 loss:4.3534 t:16630ms step:182ms
step:100/100000 loss:4.3697 t:18469ms step:184ms
step:110/100000 loss:4.2222 t:20302ms step:184ms
step:120/100000 loss:4.0786 t:22135ms step:183ms
step:130/100000 loss:4.1762 t:23979ms step:183ms
step:140/100000 loss:3.9369 t:25812ms step:183ms
step:150/100000 loss:4.1054 t:27647ms step:182ms
step:160/100000 loss:3.8974 t:29484ms step:183ms
step:170/100000 loss:3.8762 t:31313ms step:184ms
step:180/100000 loss:3.8946 t:33147ms step:183ms
step:190/100000 loss:3.7148 t:34997ms step:184ms
step:200/100000 loss:3.8084 t:36831ms step:183ms
step:210/100000 loss:3.6802 t:38668ms step:183ms
step:220/100000 loss:3.7632 t:40531ms step:181ms
step:230/100000 loss:3.7701 t:42363ms step:183ms
step:240/100000 loss:3.4698 t:44202ms step:184ms
step:250/100000 loss:3.6375 t:46037ms step:184ms
step:260/100000 loss:3.6297 t:47887ms step:183ms
step:270/100000 loss:3.5438 t:49726ms step:183ms
step:280/100000 loss:3.4730 t:51560ms step:184ms
step:290/100000 loss:3.6095 t:53409ms step:183ms
step:300/100000 loss:3.5359 t:55243ms step:183ms
step:310/100000 loss:3.4189 t:57076ms step:183ms
step:320/100000 loss:3.4349 t:58944ms step:214ms
step:330/100000 loss:3.2883 t:60770ms step:183ms
step:340/100000 loss:3.4694 t:62609ms step:184ms
step:350/100000 loss:3.5177 t:64443ms step:183ms
step:360/100000 loss:3.5281 t:66308ms step:183ms
step:370/100000 loss:3.3528 t:68144ms step:183ms
step:380/100000 loss:3.2449 t:69982ms step:184ms
