START: BA_wht16  Fri Apr  3 18:03:05 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:415ms step:415ms
step:2/100000 loss:6.6795 t:576ms step:161ms
step:3/100000 loss:6.2045 t:739ms step:163ms
step:4/100000 loss:6.0698 t:903ms step:164ms
step:5/100000 loss:6.1445 t:1067ms step:163ms
step:10/100000 loss:5.8755 t:1884ms step:163ms
step:20/100000 loss:5.5981 t:3538ms step:168ms
step:30/100000 loss:5.1130 t:5220ms step:168ms
step:40/100000 loss:4.9897 t:6921ms step:168ms
step:50/100000 loss:4.8135 t:8598ms step:164ms
step:60/100000 loss:4.7611 t:10237ms step:164ms
step:70/100000 loss:4.5761 t:11886ms step:164ms
step:80/100000 loss:4.5078 t:13537ms step:164ms
step:90/100000 loss:4.4566 t:15175ms step:163ms
step:100/100000 loss:4.5109 t:16816ms step:164ms
step:110/100000 loss:4.3469 t:18453ms step:164ms
step:120/100000 loss:4.2098 t:20141ms step:163ms
step:130/100000 loss:4.2560 t:21780ms step:164ms
step:140/100000 loss:4.0881 t:23417ms step:163ms
step:150/100000 loss:4.2238 t:25053ms step:163ms
step:160/100000 loss:3.9924 t:26689ms step:163ms
step:170/100000 loss:3.9566 t:28343ms step:164ms
step:180/100000 loss:3.9810 t:29979ms step:167ms
step:190/100000 loss:3.8144 t:31620ms step:164ms
step:200/100000 loss:3.8239 t:33260ms step:165ms
step:210/100000 loss:3.7891 t:34901ms step:163ms
step:220/100000 loss:3.8745 t:36547ms step:164ms
step:230/100000 loss:3.9283 t:38187ms step:164ms
step:240/100000 loss:3.6391 t:39824ms step:164ms
step:250/100000 loss:3.7671 t:41465ms step:164ms
step:260/100000 loss:3.8475 t:43128ms step:160ms
step:270/100000 loss:3.6983 t:44763ms step:164ms
step:280/100000 loss:3.6093 t:46405ms step:164ms
step:290/100000 loss:3.7851 t:48044ms step:163ms
step:300/100000 loss:3.7630 t:49692ms step:166ms
step:310/100000 loss:3.6146 t:51379ms step:163ms
step:320/100000 loss:3.6588 t:53020ms step:164ms
step:330/100000 loss:3.4788 t:54667ms step:165ms
step:340/100000 loss:3.5061 t:56311ms step:164ms
step:350/100000 loss:3.7301 t:57953ms step:164ms
step:360/100000 loss:3.7179 t:59608ms step:163ms
step:370/100000 loss:3.5821 t:61248ms step:164ms
step:380/100000 loss:3.4698 t:62890ms step:164ms
