START: DH_unet_koopman_s1337  Sat Apr  4 00:50:58 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:1025430 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:True engram:True(4h3o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
koopman:rank=2 diag_init=0.9 consist_w=0.005 halt:1@0.05 carry:1@0.8
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9363 t:226ms step:225ms
step:2/100000 loss:6.6797 t:405ms step:179ms
step:3/100000 loss:6.2928 t:586ms step:181ms
step:4/100000 loss:6.1794 t:769ms step:182ms
step:5/100000 loss:6.1790 t:952ms step:183ms
step:10/100000 loss:5.9733 t:1877ms step:185ms
step:20/100000 loss:5.5871 t:3721ms step:184ms
step:30/100000 loss:5.1504 t:5555ms step:182ms
step:40/100000 loss:4.9525 t:7402ms step:183ms
step:50/100000 loss:4.7479 t:9235ms step:185ms
step:60/100000 loss:4.6812 t:11068ms step:183ms
step:70/100000 loss:4.5140 t:12912ms step:183ms
step:80/100000 loss:4.4309 t:14740ms step:182ms
step:90/100000 loss:4.3606 t:16575ms step:184ms
step:100/100000 loss:4.3767 t:18419ms step:183ms
step:110/100000 loss:4.2615 t:20251ms step:183ms
step:120/100000 loss:4.1090 t:22082ms step:184ms
step:130/100000 loss:4.2369 t:23937ms step:184ms
step:140/100000 loss:3.9999 t:25769ms step:182ms
step:150/100000 loss:4.1711 t:27600ms step:182ms
step:160/100000 loss:3.9954 t:29439ms step:182ms
step:170/100000 loss:4.0111 t:31270ms step:185ms
step:180/100000 loss:4.0013 t:33100ms step:183ms
step:190/100000 loss:3.9079 t:34965ms step:206ms
step:200/100000 loss:3.9007 t:36813ms step:185ms
step:210/100000 loss:3.8240 t:38680ms step:185ms
step:220/100000 loss:3.9292 t:40517ms step:183ms
step:230/100000 loss:3.9677 t:42368ms step:184ms
step:240/100000 loss:3.7291 t:44241ms step:183ms
step:250/100000 loss:3.8735 t:46069ms step:183ms
step:260/100000 loss:3.8537 t:47921ms step:201ms
step:270/100000 loss:3.7540 t:49753ms step:184ms
step:280/100000 loss:3.6502 t:51592ms step:183ms
step:290/100000 loss:3.8907 t:53429ms step:184ms
step:300/100000 loss:3.8227 t:55285ms step:184ms
step:310/100000 loss:3.6619 t:57135ms step:185ms
step:320/100000 loss:3.6861 t:59010ms step:192ms
step:330/100000 loss:3.4815 t:60846ms step:184ms
step:340/100000 loss:3.7404 t:62718ms step:184ms
step:350/100000 loss:3.7705 t:64558ms step:182ms
step:360/100000 loss:3.8535 t:66396ms step:184ms
