START: BR_koop_spec  Fri Apr  3 19:30:05 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:939286 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:True passes:1 every:2 eval_passes:2 capsule:True engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
koopman:rank=2 diag_init=0.9 consist_w=0.005 halt:1@0.05 carry:1@0.8
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:332ms step:332ms
step:2/100000 loss:6.6796 t:541ms step:209ms
step:3/100000 loss:6.2054 t:826ms step:284ms
step:4/100000 loss:6.0705 t:1022ms step:195ms
step:5/100000 loss:6.1490 t:1309ms step:287ms
step:10/100000 loss:5.8789 t:2465ms step:195ms
step:20/100000 loss:5.8642 t:4876ms step:192ms
step:30/100000 loss:5.5273 t:7277ms step:193ms
step:40/100000 loss:5.3911 t:9683ms step:196ms
step:50/100000 loss:5.2339 t:12110ms step:192ms
step:60/100000 loss:5.1051 t:14507ms step:193ms
step:70/100000 loss:4.9942 t:16902ms step:194ms
step:80/100000 loss:4.8560 t:19318ms step:195ms
step:90/100000 loss:4.8819 t:21776ms step:201ms
step:100/100000 loss:4.9635 t:24188ms step:195ms
step:110/100000 loss:4.7958 t:26600ms step:193ms
step:120/100000 loss:4.7013 t:28996ms step:193ms
step:130/100000 loss:4.7346 t:31395ms step:192ms
step:140/100000 loss:4.6643 t:33826ms step:195ms
step:150/100000 loss:4.7765 t:36236ms step:195ms
step:160/100000 loss:4.5948 t:38635ms step:193ms
step:170/100000 loss:4.5778 t:41042ms step:192ms
step:180/100000 loss:4.6559 t:43446ms step:193ms
step:190/100000 loss:4.4768 t:45846ms step:193ms
step:200/100000 loss:4.5522 t:48263ms step:210ms
step:210/100000 loss:4.5480 t:50660ms step:194ms
step:220/100000 loss:4.6708 t:53064ms step:193ms
step:230/100000 loss:4.6394 t:55484ms step:198ms
step:240/100000 loss:4.3742 t:57909ms step:194ms
step:250/100000 loss:4.5796 t:60306ms step:195ms
step:260/100000 loss:4.5853 t:62715ms step:196ms
step:270/100000 loss:4.4501 t:65127ms step:192ms
step:280/100000 loss:4.4786 t:67526ms step:194ms
step:290/100000 loss:4.4992 t:69929ms step:192ms
step:300/100000 loss:4.6276 t:72360ms step:221ms
step:310/100000 loss:4.4001 t:74764ms step:194ms
step:320/100000 loss:4.5156 t:77182ms step:196ms
step:330/100000 loss:4.2754 t:79594ms step:192ms
step:340/100000 loss:4.5687 t:81997ms step:194ms
step:350/100000 loss:4.5351 t:84402ms step:195ms
step:360/100000 loss:4.5631 t:86823ms step:195ms
