START: DA_best_baseline  Sat Apr  4 00:14:47 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:1016630 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:True(4h3o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:229ms step:228ms
step:2/100000 loss:6.6989 t:415ms step:186ms
step:3/100000 loss:6.3083 t:611ms step:196ms
step:4/100000 loss:6.1754 t:801ms step:191ms
step:5/100000 loss:6.1571 t:989ms step:187ms
step:10/100000 loss:5.9417 t:1926ms step:188ms
step:20/100000 loss:5.5679 t:3852ms step:186ms
step:30/100000 loss:5.1156 t:5773ms step:189ms
step:40/100000 loss:4.9502 t:7670ms step:186ms
step:50/100000 loss:4.7562 t:9555ms step:187ms
step:60/100000 loss:4.6792 t:11413ms step:189ms
step:70/100000 loss:4.4917 t:13273ms step:183ms
step:80/100000 loss:4.4516 t:15147ms step:181ms
step:90/100000 loss:4.3972 t:17006ms step:186ms
step:100/100000 loss:4.4443 t:18890ms step:184ms
step:110/100000 loss:4.2775 t:20767ms step:195ms
step:120/100000 loss:4.1411 t:22626ms step:186ms
step:130/100000 loss:4.2117 t:24500ms step:186ms
step:140/100000 loss:4.0513 t:26374ms step:184ms
step:150/100000 loss:4.2383 t:28255ms step:188ms
step:160/100000 loss:4.0196 t:30123ms step:186ms
step:170/100000 loss:3.9938 t:31972ms step:187ms
step:180/100000 loss:3.9805 t:33836ms step:186ms
step:190/100000 loss:3.9920 t:35696ms step:183ms
step:200/100000 loss:3.9542 t:37582ms step:181ms
step:210/100000 loss:3.8742 t:39500ms step:193ms
step:220/100000 loss:3.9950 t:41356ms step:185ms
step:230/100000 loss:3.9955 t:43214ms step:187ms
step:240/100000 loss:3.7249 t:45084ms step:187ms
step:250/100000 loss:3.9166 t:46942ms step:183ms
step:260/100000 loss:3.9154 t:48844ms step:185ms
step:270/100000 loss:3.8153 t:50727ms step:193ms
step:280/100000 loss:3.7725 t:52595ms step:189ms
step:290/100000 loss:3.8922 t:54472ms step:190ms
step:300/100000 loss:3.8779 t:56367ms step:187ms
step:310/100000 loss:3.7401 t:58274ms step:184ms
step:320/100000 loss:3.7873 t:60163ms step:206ms
step:330/100000 loss:3.6029 t:62024ms step:189ms
step:340/100000 loss:3.8255 t:63897ms step:188ms
step:350/100000 loss:3.8746 t:65759ms step:187ms
step:360/100000 loss:3.9884 t:67625ms step:186ms
step:370/100000 loss:3.7860 t:69505ms step:184ms
step:380/100000 loss:3.6628 t:71397ms step:183ms
