START: BN_engram_orders1  Fri Apr  3 19:09:34 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:999731 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:True(4h1o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:237ms step:237ms
step:2/100000 loss:6.6796 t:424ms step:187ms
step:3/100000 loss:6.2050 t:614ms step:190ms
step:4/100000 loss:6.0702 t:805ms step:191ms
step:5/100000 loss:6.1449 t:997ms step:191ms
step:10/100000 loss:5.8827 t:1954ms step:192ms
step:20/100000 loss:5.5770 t:3891ms step:192ms
step:30/100000 loss:5.0822 t:5811ms step:194ms
step:40/100000 loss:4.9804 t:7725ms step:192ms
step:50/100000 loss:4.7943 t:9643ms step:192ms
step:60/100000 loss:4.7560 t:11572ms step:188ms
step:70/100000 loss:4.5618 t:13488ms step:192ms
step:80/100000 loss:4.4643 t:15399ms step:190ms
step:90/100000 loss:4.4175 t:17306ms step:190ms
step:100/100000 loss:4.5098 t:19211ms step:189ms
step:110/100000 loss:4.3440 t:21134ms step:191ms
step:120/100000 loss:4.2028 t:23039ms step:191ms
step:130/100000 loss:4.2904 t:24938ms step:191ms
step:140/100000 loss:4.1722 t:26849ms step:193ms
step:150/100000 loss:4.4155 t:28778ms step:189ms
step:160/100000 loss:4.1807 t:30673ms step:190ms
step:170/100000 loss:4.1849 t:32580ms step:191ms
step:180/100000 loss:4.2242 t:34483ms step:190ms
step:190/100000 loss:4.0985 t:36383ms step:188ms
step:200/100000 loss:4.0594 t:38292ms step:191ms
step:210/100000 loss:4.0401 t:40202ms step:190ms
step:220/100000 loss:4.1142 t:42107ms step:190ms
step:230/100000 loss:4.2169 t:44013ms step:192ms
step:240/100000 loss:3.9073 t:45925ms step:190ms
step:250/100000 loss:4.0998 t:47828ms step:190ms
step:260/100000 loss:4.0945 t:49731ms step:191ms
step:270/100000 loss:3.9633 t:51661ms step:193ms
step:280/100000 loss:3.9464 t:53639ms step:191ms
step:290/100000 loss:4.1679 t:55554ms step:193ms
step:300/100000 loss:4.1294 t:57468ms step:190ms
step:310/100000 loss:3.9919 t:59405ms step:215ms
step:320/100000 loss:4.0558 t:61301ms step:190ms
step:330/100000 loss:3.8674 t:63213ms step:191ms
step:340/100000 loss:4.0956 t:65127ms step:191ms
step:350/100000 loss:4.1846 t:67078ms step:189ms
step:360/100000 loss:4.1827 t:68986ms step:192ms
step:370/100000 loss:4.0479 t:70897ms step:190ms
step:380/100000 loss:3.9202 t:72807ms step:191ms
