Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:612258 arch:skc layers:4 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:True xsa_start:2 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:162ms step:162ms
step:2/100000 loss:6.6875 t:299ms step:136ms
step:3/100000 loss:6.2305 t:429ms step:129ms
step:4/100000 loss:6.0821 t:559ms step:130ms
step:5/100000 loss:6.1464 t:689ms step:130ms
step:10/100000 loss:5.9009 t:1375ms step:133ms
step:20/100000 loss:5.6088 t:2770ms step:137ms
step:30/100000 loss:5.1205 t:4149ms step:142ms
step:40/100000 loss:5.0323 t:5514ms step:135ms
step:50/100000 loss:4.8514 t:6868ms step:132ms
step:60/100000 loss:4.8390 t:8185ms step:136ms
step:70/100000 loss:4.6613 t:9507ms step:131ms
step:80/100000 loss:4.5876 t:10839ms step:133ms
step:90/100000 loss:4.5541 t:12148ms step:130ms
step:100/100000 loss:4.6335 t:13470ms step:133ms
step:110/100000 loss:4.4882 t:14820ms step:133ms
step:120/100000 loss:4.3531 t:16178ms step:132ms
step:130/100000 loss:4.4253 t:17495ms step:133ms
step:140/100000 loss:4.2895 t:18841ms step:140ms
step:150/100000 loss:4.4546 t:20144ms step:130ms
step:160/100000 loss:4.2781 t:21449ms step:131ms
step:170/100000 loss:4.3161 t:22808ms step:135ms
step:180/100000 loss:4.3156 t:24116ms step:130ms
step:190/100000 loss:4.2455 t:25448ms step:132ms
step:200/100000 loss:4.1834 t:26761ms step:132ms
step:210/100000 loss:4.1522 t:28089ms step:130ms
step:220/100000 loss:4.2841 t:29412ms step:133ms
step:230/100000 loss:4.3300 t:30741ms step:136ms
step:240/100000 loss:4.0680 t:32070ms step:133ms
step:250/100000 loss:4.2628 t:33387ms step:132ms
step:260/100000 loss:4.2417 t:34738ms step:146ms
step:270/100000 loss:4.1082 t:36074ms step:129ms
step:280/100000 loss:4.0812 t:37379ms step:130ms
step:290/100000 loss:4.3054 t:38682ms step:131ms
step:300/100000 loss:4.2562 t:39984ms step:129ms
step:310/100000 loss:4.1300 t:41286ms step:130ms
step:320/100000 loss:4.2042 t:42590ms step:130ms
step:330/100000 loss:4.0357 t:43915ms step:127ms
step:340/100000 loss:4.1306 t:45218ms step:131ms
step:350/100000 loss:4.3328 t:46526ms step:131ms
step:360/100000 loss:4.3699 t:47838ms step:130ms
step:370/100000 loss:4.2273 t:49144ms step:129ms
step:380/100000 loss:4.1059 t:50447ms step:131ms
step:390/100000 loss:4.0498 t:51753ms step:132ms
