Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:226ms step:225ms
step:2/100000 loss:6.6796 t:413ms step:187ms
step:3/100000 loss:6.2050 t:602ms step:188ms
step:4/100000 loss:6.0702 t:791ms step:188ms
step:5/100000 loss:6.1457 t:980ms step:188ms
step:10/100000 loss:5.8862 t:1926ms step:190ms
step:20/100000 loss:5.5726 t:3853ms step:189ms
step:30/100000 loss:5.1100 t:5782ms step:197ms
step:40/100000 loss:5.0130 t:7689ms step:198ms
step:50/100000 loss:4.8407 t:9576ms step:190ms
step:60/100000 loss:4.8193 t:11457ms step:189ms
step:70/100000 loss:4.6239 t:13360ms step:189ms
step:80/100000 loss:4.5884 t:15244ms step:189ms
step:90/100000 loss:4.5809 t:17128ms step:187ms
step:100/100000 loss:4.6392 t:19005ms step:188ms
step:110/100000 loss:4.4977 t:20899ms step:188ms
step:120/100000 loss:4.3588 t:22780ms step:188ms
step:130/100000 loss:4.4018 t:24661ms step:190ms
step:140/100000 loss:4.2797 t:26547ms step:193ms
step:150/100000 loss:4.4885 t:28484ms step:188ms
step:160/100000 loss:4.3123 t:30368ms step:189ms
step:170/100000 loss:4.2818 t:32254ms step:188ms
step:180/100000 loss:4.4050 t:34142ms step:189ms
step:190/100000 loss:4.2044 t:36040ms step:186ms
step:200/100000 loss:4.1569 t:37915ms step:187ms
step:210/100000 loss:4.1483 t:39802ms step:189ms
step:220/100000 loss:4.2647 t:41688ms step:188ms
step:230/100000 loss:4.3203 t:43583ms step:188ms
step:240/100000 loss:4.0425 t:45467ms step:188ms
step:250/100000 loss:4.2565 t:47346ms step:187ms
step:260/100000 loss:4.2734 t:49244ms step:184ms
step:270/100000 loss:4.1126 t:51123ms step:188ms
step:280/100000 loss:4.0544 t:53009ms step:188ms
step:290/100000 loss:4.2947 t:54895ms step:191ms
step:300/100000 loss:4.2260 t:56813ms step:197ms
step:310/100000 loss:4.1146 t:58718ms step:189ms
step:320/100000 loss:4.2051 t:60604ms step:188ms
step:330/100000 loss:4.0278 t:62501ms step:201ms
step:340/100000 loss:4.2124 t:64378ms step:189ms
step:350/100000 loss:4.3438 t:66259ms step:188ms
step:360/100000 loss:4.3419 t:68142ms step:188ms
step:370/100000 loss:4.1983 t:70045ms step:186ms
step:380/100000 loss:4.0596 t:71929ms step:187ms
step:390/100000 loss:4.0194 t:73812ms step:188ms
