Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:612258 arch:skc layers:4 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:159ms step:159ms
step:2/100000 loss:6.6875 t:289ms step:129ms
step:3/100000 loss:6.2763 t:417ms step:128ms
step:4/100000 loss:6.1384 t:545ms step:128ms
step:5/100000 loss:6.1336 t:674ms step:129ms
step:10/100000 loss:5.8521 t:1343ms step:128ms
step:20/100000 loss:5.4034 t:2635ms step:129ms
step:30/100000 loss:4.9863 t:3965ms step:133ms
step:40/100000 loss:4.8950 t:5293ms step:132ms
step:50/100000 loss:4.7131 t:6617ms step:132ms
step:60/100000 loss:4.6924 t:7943ms step:129ms
step:70/100000 loss:4.5001 t:9231ms step:129ms
step:80/100000 loss:4.4633 t:10517ms step:129ms
step:90/100000 loss:4.4554 t:11790ms step:127ms
step:100/100000 loss:4.5194 t:13077ms step:129ms
step:110/100000 loss:4.4000 t:14362ms step:128ms
step:120/100000 loss:4.2646 t:15643ms step:127ms
step:130/100000 loss:4.3598 t:16933ms step:126ms
step:140/100000 loss:4.2271 t:18220ms step:133ms
step:150/100000 loss:4.4061 t:19572ms step:138ms
step:160/100000 loss:4.2255 t:20912ms step:132ms
step:170/100000 loss:4.2257 t:22204ms step:128ms
step:180/100000 loss:4.2873 t:23499ms step:130ms
step:190/100000 loss:4.1592 t:24846ms step:128ms
step:200/100000 loss:4.1261 t:26236ms step:142ms
step:210/100000 loss:4.1474 t:27576ms step:141ms
step:220/100000 loss:4.2115 t:28911ms step:129ms
step:230/100000 loss:4.2983 t:30201ms step:130ms
step:240/100000 loss:4.0055 t:31489ms step:129ms
step:250/100000 loss:4.2043 t:32816ms step:142ms
step:260/100000 loss:4.2369 t:34165ms step:128ms
step:270/100000 loss:4.1121 t:35462ms step:130ms
step:280/100000 loss:4.0713 t:36836ms step:134ms
step:290/100000 loss:4.2446 t:38167ms step:130ms
step:300/100000 loss:4.2243 t:39460ms step:130ms
step:310/100000 loss:4.1106 t:40746ms step:130ms
step:320/100000 loss:4.1805 t:42039ms step:129ms
step:330/100000 loss:4.0026 t:43331ms step:129ms
step:340/100000 loss:4.1993 t:44639ms step:129ms
step:350/100000 loss:4.2824 t:45999ms step:129ms
step:360/100000 loss:4.3353 t:47302ms step:130ms
step:370/100000 loss:4.1752 t:48594ms step:130ms
step:380/100000 loss:4.0849 t:49892ms step:130ms
step:390/100000 loss:4.0274 t:51189ms step:129ms
