START: CA_caps4  Fri Apr  3 20:16:18 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:876635 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:227ms step:227ms
step:2/100000 loss:6.6796 t:419ms step:191ms
step:3/100000 loss:6.2052 t:606ms step:187ms
step:4/100000 loss:6.0700 t:793ms step:187ms
step:5/100000 loss:6.1456 t:981ms step:188ms
step:10/100000 loss:5.8824 t:1919ms step:189ms
step:20/100000 loss:5.6041 t:3800ms step:186ms
step:30/100000 loss:5.0782 t:5679ms step:186ms
step:40/100000 loss:5.0257 t:7584ms step:192ms
step:50/100000 loss:4.8467 t:9510ms step:188ms
step:60/100000 loss:4.8093 t:11387ms step:188ms
step:70/100000 loss:4.6235 t:13266ms step:187ms
step:80/100000 loss:4.5731 t:15155ms step:187ms
step:90/100000 loss:4.5457 t:17027ms step:186ms
step:100/100000 loss:4.6115 t:18908ms step:187ms
step:110/100000 loss:4.4622 t:20792ms step:187ms
step:120/100000 loss:4.3114 t:22668ms step:188ms
step:130/100000 loss:4.4010 t:24559ms step:187ms
step:140/100000 loss:4.2793 t:26439ms step:187ms
step:150/100000 loss:4.4754 t:28315ms step:188ms
step:160/100000 loss:4.2736 t:30191ms step:188ms
step:170/100000 loss:4.2522 t:32090ms step:188ms
step:180/100000 loss:4.3666 t:33969ms step:187ms
step:190/100000 loss:4.1780 t:35845ms step:187ms
step:200/100000 loss:4.1493 t:37723ms step:189ms
step:210/100000 loss:4.0804 t:39600ms step:188ms
step:220/100000 loss:4.2472 t:41491ms step:188ms
step:230/100000 loss:4.2813 t:43381ms step:188ms
step:240/100000 loss:4.0266 t:45261ms step:187ms
step:250/100000 loss:4.1898 t:47132ms step:189ms
step:260/100000 loss:4.2094 t:49028ms step:187ms
step:270/100000 loss:4.0875 t:50906ms step:188ms
step:280/100000 loss:4.0517 t:52782ms step:186ms
step:290/100000 loss:4.2166 t:54664ms step:187ms
step:300/100000 loss:4.1687 t:56540ms step:187ms
step:310/100000 loss:4.0636 t:58434ms step:188ms
step:320/100000 loss:4.1480 t:60319ms step:189ms
step:330/100000 loss:3.9804 t:62197ms step:188ms
step:340/100000 loss:4.1235 t:64078ms step:188ms
step:350/100000 loss:4.3418 t:65972ms step:188ms
step:360/100000 loss:4.3024 t:67857ms step:189ms
step:370/100000 loss:4.1764 t:69738ms step:187ms
step:380/100000 loss:4.0611 t:71619ms step:189ms
