START: BO_ttt  Fri Apr  3 19:14:41 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:852275 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=True ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:224ms step:224ms
step:2/100000 loss:6.6796 t:408ms step:184ms
step:3/100000 loss:6.2050 t:590ms step:182ms
step:4/100000 loss:6.0702 t:776ms step:185ms
step:5/100000 loss:6.1458 t:962ms step:185ms
step:10/100000 loss:5.8754 t:1893ms step:186ms
step:20/100000 loss:5.5652 t:3766ms step:186ms
step:30/100000 loss:5.0719 t:5620ms step:185ms
step:40/100000 loss:4.9951 t:7473ms step:187ms
step:50/100000 loss:4.8481 t:9340ms step:186ms
step:60/100000 loss:4.8038 t:11191ms step:184ms
step:70/100000 loss:4.6317 t:13050ms step:186ms
step:80/100000 loss:4.5842 t:14902ms step:185ms
step:90/100000 loss:4.5492 t:16769ms step:185ms
step:100/100000 loss:4.6299 t:18629ms step:187ms
step:110/100000 loss:4.4787 t:20497ms step:187ms
step:120/100000 loss:4.3672 t:22364ms step:183ms
step:130/100000 loss:4.4108 t:24212ms step:186ms
step:140/100000 loss:4.2920 t:26066ms step:184ms
step:150/100000 loss:4.5099 t:27922ms step:184ms
step:160/100000 loss:4.2488 t:29785ms step:185ms
step:170/100000 loss:4.2944 t:31643ms step:186ms
step:180/100000 loss:4.2929 t:33496ms step:184ms
step:190/100000 loss:4.1779 t:35354ms step:185ms
step:200/100000 loss:4.1548 t:37221ms step:184ms
step:210/100000 loss:4.1156 t:39080ms step:187ms
step:220/100000 loss:4.2454 t:40936ms step:184ms
step:230/100000 loss:4.2942 t:42791ms step:183ms
step:240/100000 loss:4.0351 t:44660ms step:184ms
step:250/100000 loss:4.2238 t:46519ms step:185ms
step:260/100000 loss:4.2122 t:48379ms step:185ms
step:270/100000 loss:4.0772 t:50236ms step:187ms
step:280/100000 loss:4.0456 t:52115ms step:206ms
step:290/100000 loss:4.2546 t:53958ms step:184ms
step:300/100000 loss:4.2178 t:55818ms step:186ms
step:310/100000 loss:4.0885 t:57685ms step:187ms
step:320/100000 loss:4.1471 t:59550ms step:185ms
step:330/100000 loss:4.0070 t:61431ms step:186ms
step:340/100000 loss:4.0948 t:63295ms step:185ms
step:350/100000 loss:4.2852 t:65151ms step:185ms
step:360/100000 loss:4.3157 t:67006ms step:186ms
step:370/100000 loss:4.1614 t:68878ms step:187ms
step:380/100000 loss:4.0290 t:70736ms step:185ms
