Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:1048883 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:False(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.035 scalar_lr=0.025 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:254ms step:254ms
step:2/100000 loss:6.6780 t:460ms step:206ms
step:3/100000 loss:6.2011 t:666ms step:205ms
step:4/100000 loss:6.0702 t:875ms step:209ms
step:5/100000 loss:6.1487 t:1085ms step:210ms
step:10/100000 loss:5.8831 t:2148ms step:210ms
step:20/100000 loss:5.5762 t:4277ms step:221ms
step:30/100000 loss:5.1805 t:6469ms step:210ms
step:40/100000 loss:5.0270 t:8611ms step:218ms
step:50/100000 loss:4.8561 t:10727ms step:212ms
step:60/100000 loss:4.8207 t:12828ms step:209ms
step:70/100000 loss:4.6373 t:14916ms step:213ms
step:80/100000 loss:4.5850 t:17026ms step:218ms
step:90/100000 loss:4.5697 t:19174ms step:211ms
step:100/100000 loss:4.6532 t:21272ms step:207ms
step:110/100000 loss:4.4824 t:23383ms step:206ms
step:120/100000 loss:4.3511 t:25489ms step:207ms
step:130/100000 loss:4.4269 t:27656ms step:207ms
step:140/100000 loss:4.2651 t:29761ms step:209ms
step:150/100000 loss:4.4814 t:31868ms step:208ms
step:160/100000 loss:4.2602 t:33964ms step:208ms
step:170/100000 loss:4.3032 t:36075ms step:216ms
step:180/100000 loss:4.3231 t:38181ms step:213ms
step:190/100000 loss:4.1765 t:40280ms step:211ms
step:200/100000 loss:4.1228 t:42421ms step:222ms
step:210/100000 loss:4.0965 t:44542ms step:207ms
step:220/100000 loss:4.2652 t:46655ms step:213ms
step:230/100000 loss:4.3011 t:48802ms step:213ms
step:240/100000 loss:4.0109 t:50927ms step:217ms
step:250/100000 loss:4.1847 t:53041ms step:212ms
step:260/100000 loss:4.2177 t:55160ms step:213ms
step:270/100000 loss:4.0677 t:57316ms step:224ms
step:280/100000 loss:4.0020 t:59432ms step:210ms
step:290/100000 loss:4.2311 t:61550ms step:206ms
step:300/100000 loss:4.1597 t:63659ms step:209ms
step:310/100000 loss:4.0387 t:65776ms step:213ms
step:320/100000 loss:4.0889 t:67897ms step:205ms
step:330/100000 loss:3.9231 t:70002ms step:208ms
step:340/100000 loss:4.0173 t:72132ms step:215ms
step:350/100000 loss:4.1641 t:74258ms step:224ms
step:360/100000 loss:4.1862 t:76355ms step:211ms
step:370/100000 loss:4.0245 t:78466ms step:212ms
step:380/100000 loss:3.9131 t:80615ms step:216ms
step:390/100000 loss:3.8439 t:82736ms step:210ms
