Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:999731 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:True(4h2o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=False
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=True weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:244ms step:244ms
step:2/100000 loss:6.6989 t:446ms step:202ms
step:3/100000 loss:6.2664 t:645ms step:199ms
step:4/100000 loss:6.1086 t:841ms step:196ms
step:5/100000 loss:6.1506 t:1037ms step:195ms
step:10/100000 loss:5.9485 t:2007ms step:191ms
step:20/100000 loss:5.7093 t:4006ms step:203ms
step:30/100000 loss:5.2775 t:5998ms step:201ms
step:40/100000 loss:5.0858 t:8035ms step:195ms
step:50/100000 loss:4.8761 t:9984ms step:193ms
step:60/100000 loss:4.8394 t:11934ms step:193ms
step:70/100000 loss:4.6406 t:13916ms step:196ms
step:80/100000 loss:4.5583 t:15862ms step:196ms
step:90/100000 loss:4.5056 t:17859ms step:195ms
step:100/100000 loss:4.5949 t:19824ms step:191ms
step:110/100000 loss:4.4136 t:21783ms step:193ms
step:120/100000 loss:4.2720 t:23757ms step:195ms
step:130/100000 loss:4.3670 t:25726ms step:195ms
step:140/100000 loss:4.2082 t:27680ms step:197ms
step:150/100000 loss:4.4190 t:29633ms step:197ms
step:160/100000 loss:4.2197 t:31599ms step:198ms
step:170/100000 loss:4.2264 t:33562ms step:195ms
step:180/100000 loss:4.2838 t:35507ms step:192ms
step:190/100000 loss:4.1143 t:37473ms step:193ms
step:200/100000 loss:4.1008 t:39424ms step:197ms
step:210/100000 loss:4.0773 t:41380ms step:195ms
step:220/100000 loss:4.1691 t:43348ms step:201ms
step:230/100000 loss:4.2261 t:45297ms step:197ms
step:240/100000 loss:3.9498 t:47304ms step:228ms
step:250/100000 loss:4.1271 t:49267ms step:193ms
step:260/100000 loss:4.1354 t:51228ms step:194ms
step:270/100000 loss:4.0229 t:53191ms step:195ms
step:280/100000 loss:3.9665 t:55166ms step:193ms
step:290/100000 loss:4.2006 t:57121ms step:196ms
step:300/100000 loss:4.1270 t:59077ms step:195ms
step:310/100000 loss:4.0288 t:61047ms step:196ms
step:320/100000 loss:4.0882 t:63012ms step:196ms
step:330/100000 loss:3.8889 t:64967ms step:194ms
step:340/100000 loss:4.0822 t:66946ms step:194ms
step:350/100000 loss:4.1744 t:68899ms step:192ms
step:360/100000 loss:4.2370 t:70858ms step:197ms
step:370/100000 loss:4.0543 t:72828ms step:196ms
step:380/100000 loss:3.9388 t:74782ms step:197ms
step:390/100000 loss:3.9102 t:76756ms step:197ms
