START: CC_best_v2  Fri Apr  3 20:26:31 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:1016627 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:False engram:True(4h3o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:231ms step:231ms
step:2/100000 loss:6.6990 t:427ms step:196ms
step:3/100000 loss:6.3087 t:621ms step:193ms
step:4/100000 loss:6.1757 t:827ms step:206ms
step:5/100000 loss:6.1588 t:1018ms step:190ms
step:10/100000 loss:5.9494 t:1984ms step:195ms
step:20/100000 loss:5.5597 t:3900ms step:191ms
step:30/100000 loss:5.1144 t:5826ms step:193ms
step:40/100000 loss:4.9364 t:7759ms step:193ms
step:50/100000 loss:4.7593 t:9695ms step:192ms
step:60/100000 loss:4.6938 t:11620ms step:193ms
step:70/100000 loss:4.5234 t:13543ms step:192ms
step:80/100000 loss:4.4628 t:15470ms step:192ms
step:90/100000 loss:4.4185 t:17408ms step:191ms
step:100/100000 loss:4.5074 t:19331ms step:191ms
step:110/100000 loss:4.3737 t:21263ms step:193ms
step:120/100000 loss:4.2157 t:23205ms step:192ms
step:130/100000 loss:4.3270 t:25128ms step:191ms
step:140/100000 loss:4.1652 t:27055ms step:192ms
step:150/100000 loss:4.3730 t:28993ms step:193ms
step:160/100000 loss:4.1851 t:30945ms step:193ms
step:170/100000 loss:4.1788 t:32866ms step:193ms
step:180/100000 loss:4.2548 t:34792ms step:193ms
step:190/100000 loss:4.1290 t:36718ms step:193ms
step:200/100000 loss:4.0850 t:38682ms step:194ms
step:210/100000 loss:4.0524 t:40614ms step:195ms
step:220/100000 loss:4.1681 t:42546ms step:193ms
step:230/100000 loss:4.2640 t:44492ms step:191ms
step:240/100000 loss:4.0107 t:46421ms step:193ms
step:250/100000 loss:4.1475 t:48351ms step:193ms
step:260/100000 loss:4.1397 t:50279ms step:192ms
step:270/100000 loss:4.0204 t:52214ms step:193ms
step:280/100000 loss:3.9653 t:54143ms step:193ms
step:290/100000 loss:4.1910 t:56072ms step:193ms
step:300/100000 loss:4.1432 t:57999ms step:193ms
step:310/100000 loss:4.0121 t:59946ms step:194ms
step:320/100000 loss:4.0922 t:61873ms step:194ms
step:330/100000 loss:3.9154 t:63793ms step:192ms
step:340/100000 loss:4.1390 t:65728ms step:192ms
step:350/100000 loss:4.2080 t:67662ms step:192ms
step:360/100000 loss:4.2595 t:69588ms step:192ms
step:370/100000 loss:4.0704 t:71534ms step:191ms
step:380/100000 loss:3.9721 t:73459ms step:192ms
