START: DD_full_unet_koopman  Sat Apr  4 00:30:17 CDT 2026
Ternary Reasoner — MLX local testing
Python 3.12.3 (main, Apr  9 2024, 08:09:14) [Clang 15.0.0 (clang-1500.3.9.4)]
MLX 0.31.1
model_params:1025430 arch:skc layers:6 dim:128 heads:4 seq_len:256
feedback:False passes:1 every:2 eval_passes:2 capsule:True engram:True(4h3o@L1) vrl:False xsa_start:999 partial_rope:16 lrelu2:lrelu2 shared_blocks:0
koopman:rank=2 diag_init=0.9 consist_w=0.005 halt:1@0.05 carry:1@0.8
optimizer: matrix_lr=0.02 scalar_lr=0.015 embed_lr=0.035 muon_wd=0.04 adam_wd=0.04
eval: sliding=True@32 temp_scaling=False ttt=False ngram_cache=True
turbo_quant: train=False export=1 kv=True
convergence: noise=0.0 sdepth=0.0 ema_eval=False self_distill=0.0 curriculum=True(seq:64->128->256 @35%/65%)
weight_averaging: lawa=True(k=5 freq=100) swa=True(every=50 start_scale=0.2) smeargate=True
radical: tko=False weight_sharing=0 inside_out=0(p1=0.2 p2=0.55) skc=True deq=0
step:1/100000 loss:6.9357 t:230ms step:230ms
step:2/100000 loss:6.6988 t:417ms step:186ms
step:3/100000 loss:6.3082 t:606ms step:189ms
step:4/100000 loss:6.1751 t:795ms step:189ms
step:5/100000 loss:6.1569 t:983ms step:187ms
step:10/100000 loss:5.9313 t:1930ms step:189ms
step:20/100000 loss:5.5649 t:3818ms step:188ms
step:30/100000 loss:5.1126 t:5733ms step:190ms
step:40/100000 loss:4.9589 t:7620ms step:189ms
step:50/100000 loss:4.7425 t:9497ms step:190ms
step:60/100000 loss:4.6856 t:11448ms step:188ms
step:70/100000 loss:4.4722 t:13369ms step:192ms
step:80/100000 loss:4.3948 t:15285ms step:192ms
step:90/100000 loss:4.3396 t:17202ms step:191ms
step:100/100000 loss:4.3116 t:19132ms step:189ms
step:110/100000 loss:4.1370 t:21038ms step:191ms
step:120/100000 loss:3.9897 t:22947ms step:201ms
step:130/100000 loss:4.0573 t:24849ms step:189ms
step:140/100000 loss:3.9474 t:26762ms step:191ms
step:150/100000 loss:4.1225 t:28690ms step:192ms
step:160/100000 loss:3.8677 t:30610ms step:190ms
step:170/100000 loss:3.8924 t:32526ms step:189ms
step:180/100000 loss:3.8875 t:34433ms step:187ms
step:190/100000 loss:3.7194 t:36328ms step:192ms
step:200/100000 loss:3.7982 t:38241ms step:189ms
step:210/100000 loss:3.6409 t:40168ms step:191ms
step:220/100000 loss:3.7437 t:42100ms step:191ms
step:230/100000 loss:3.8076 t:44019ms step:191ms
step:240/100000 loss:3.4421 t:45913ms step:188ms
step:250/100000 loss:3.6239 t:47843ms step:194ms
step:260/100000 loss:3.6932 t:49778ms step:192ms
step:270/100000 loss:3.5186 t:51668ms step:187ms
step:280/100000 loss:3.4428 t:53587ms step:191ms
step:290/100000 loss:3.5738 t:55481ms step:187ms
step:300/100000 loss:3.5560 t:57417ms step:192ms
step:310/100000 loss:3.4696 t:59343ms step:192ms
step:320/100000 loss:3.4758 t:61247ms step:189ms
step:330/100000 loss:3.2998 t:63150ms step:188ms
step:340/100000 loss:3.4759 t:65043ms step:188ms
step:350/100000 loss:3.4794 t:66940ms step:190ms
step:360/100000 loss:3.5956 t:68829ms step:189ms
