--- Run started at 2026-04-06 13:23:24.573293 ---
Config: {'cluster_lambda': 0.05, 'cluster_lr': 0.005, 'cluster_temp': 1.0, 'data_path': '/workspace/parameter-golf/data/datasets/fineweb10B_sp1024', 'embed_lr': 0.4, 'grad_clip_norm': 1.0, 'iterations': 9200, 'logit_softcap': 30.0, 'matrix_lr': 0.02, 'max_wallclock_seconds': 600, 'mlp_mult': 1.2, 'model_dim': 640, 'muon_backend_steps': 5, 'muon_momentum': 0.95, 'muon_momentum_warmup_start': 0.85, 'muon_momentum_warmup_steps': 500, 'num_clusters': 128, 'num_heads': 10, 'num_kv_heads': 1, 'num_layers': 8, 'rope_base': 10000.0, 'run_id': '0ab1d29c-2e5c-472b-9dd7-d9d6fc9a1538', 'scalar_lr': 0.04, 'seed': 1337, 'swa_enabled': True, 'tied_embed_init_std': 0.005, 'tokenizer_path': '/workspace/parameter-golf/data/tokenizers/fineweb_1024_bpe.model', 'train_batch_tokens': 262144, 'train_files': '/workspace/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_*.bin', 'train_log_every': 100, 'train_seq_len': 1024, 'use_compile': True, 'val_batch_size': 2048, 'val_files': '/workspace/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_val_*.bin', 'val_loss_every': 10000, 'vocab_size': 1024, 'warmdown_iters': 3500, 'warmup_iters': 100}

[13:23:24] ====================================================================================================
[13:23:24] Running Python 3.11.10 (main, Sep  7 2024, 18:35:41) [GCC 11.4.0]
[13:23:24] Running PyTorch 2.4.1+cu124
[13:23:24] --- NVIDIA-SMI LOG START ---
[13:23:25] Mon Apr  6 13:23:24 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.211.01             Driver Version: 570.211.01     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA H100 80GB HBM3          On  |   00000000:18:00.0 Off |                    0 |
| N/A   24C    P0             70W /  700W |       4MiB /  81559MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA H100 80GB HBM3          On  |   00000000:2A:00.0 Off |                    0 |
| N/A   28C    P0            116W /  700W |     529MiB /  81559MiB |      1%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   2  NVIDIA H100 80GB HBM3          On  |   00000000:3A:00.0 Off |                    0 |
| N/A   30C    P0            117W /  700W |     549MiB /  81559MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   3  NVIDIA H100 80GB HBM3          On  |   00000000:5D:00.0 Off |                    0 |
| N/A   25C    P0            119W /  700W |     529MiB /  81559MiB |      2%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   4  NVIDIA H100 80GB HBM3          On  |   00000000:84:00.0 Off |                    0 |
| N/A   25C    P0            117W /  700W |     551MiB /  81559MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   5  NVIDIA H100 80GB HBM3          On  |   00000000:8B:00.0 Off |                    0 |
| N/A   28C    P0            120W /  700W |     613MiB /  81559MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   6  NVIDIA H100 80GB HBM3          On  |   00000000:91:00.0 Off |                    0 |
| N/A   25C    P0            111W /  700W |     591MiB /  81559MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   7  NVIDIA H100 80GB HBM3          On  |   00000000:E4:00.0 Off |                    0 |
| N/A   24C    P0            113W /  700W |     613MiB /  81559MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|    1   N/A  N/A           37104      C   /usr/bin/python                         604MiB |
|    2   N/A  N/A           37105      C   /usr/bin/python                         604MiB |
|    3   N/A  N/A           37106      C   /usr/bin/python                         562MiB |
|    4   N/A  N/A           37107      C   /usr/bin/python                         604MiB |
|    5   N/A  N/A           37108      C   /usr/bin/python                         604MiB |
|    6   N/A  N/A           37109      C   /usr/bin/python                         604MiB |
|    7   N/A  N/A           37110      C   /usr/bin/python                         604MiB |
+-----------------------------------------------------------------------------------------+

[13:23:25] --- NVIDIA-SMI LOG END ---
[13:23:25] ====================================================================================================
[13:23:25] Compiling model for server speedup...
[13:23:30] Loading validation tokens...
[13:23:30] Loaded 62021846 tokens.
[13:23:30] Run configuration: TRAIN (9200 steps)
[13:23:30] Building LUTs...
[13:23:30] Warming up torch.compile (~90s)...
[13:23:57] Warmup complete. Official Marathon Timer starts NOW.
[13:24:02] Step 1/9200 | loss:22.9760 | lr:0.000000 | step:4999ms | total:31.9s | ETA:12:46:21
[13:24:02] Step 2/9200 | loss:22.9670 | lr:0.000200 | step:54ms | total:32.0s | ETA:0:08:19
[13:24:02] Step 3/9200 | loss:22.4400 | lr:0.000400 | step:54ms | total:32.1s | ETA:0:08:14
[13:24:02] Step 4/9200 | loss:21.3413 | lr:0.000600 | step:54ms | total:32.2s | ETA:0:08:18
[13:24:02] Step 5/9200 | loss:20.8987 | lr:0.000800 | step:54ms | total:32.2s | ETA:0:08:16
[13:24:02] Step 6/9200 | loss:20.3001 | lr:0.001000 | step:54ms | total:32.3s | ETA:0:08:17
[13:24:03] Step 7/9200 | loss:18.6724 | lr:0.001200 | step:54ms | total:32.4s | ETA:0:08:16
[13:24:03] Step 8/9200 | loss:17.3903 | lr:0.001400 | step:55ms | total:32.4s | ETA:0:08:21
[13:24:03] Step 9/9200 | loss:15.0818 | lr:0.001600 | step:54ms | total:32.5s | ETA:0:08:16
[13:24:03] Step 10/9200 | loss:13.8451 | lr:0.001800 | step:54ms | total:32.6s | ETA:0:08:17
[13:24:08] Step 100/9200 | loss:4.0089 | lr:0.019800 | step:55ms | total:38.0s | ETA:0:08:23
[13:24:14] Step 200/9200 | loss:3.2197 | lr:0.020000 | step:54ms | total:43.5s | ETA:0:08:09
[13:24:19] Step 300/9200 | loss:2.5885 | lr:0.020000 | step:53ms | total:48.9s | ETA:0:07:52
[13:24:24] Step 400/9200 | loss:2.4415 | lr:0.020000 | step:53ms | total:54.3s | ETA:0:07:42
[13:24:30] Step 500/9200 | loss:2.4853 | lr:0.020000 | step:55ms | total:59.5s | ETA:0:07:59
[13:24:35] Step 600/9200 | loss:2.5277 | lr:0.020000 | step:53ms | total:64.8s | ETA:0:07:32
[13:24:40] Step 700/9200 | loss:2.3764 | lr:0.020000 | step:52ms | total:70.1s | ETA:0:07:26
[13:24:46] Step 800/9200 | loss:2.3193 | lr:0.020000 | step:53ms | total:75.4s | ETA:0:07:21
[13:24:51] Step 900/9200 | loss:2.2053 | lr:0.020000 | step:53ms | total:80.7s | ETA:0:07:15
[13:24:56] Step 1000/9200 | loss:2.2522 | lr:0.020000 | step:53ms | total:86.0s | ETA:0:07:10
[13:25:01] Step 1100/9200 | loss:2.1387 | lr:0.020000 | step:53ms | total:91.3s | ETA:0:07:06
[13:25:07] Step 1200/9200 | loss:2.1625 | lr:0.020000 | step:53ms | total:96.6s | ETA:0:07:00
[13:25:12] Step 1300/9200 | loss:2.0374 | lr:0.020000 | step:53ms | total:101.9s | ETA:0:06:54
[13:25:17] Step 1400/9200 | loss:2.0473 | lr:0.020000 | step:55ms | total:107.2s | ETA:0:07:05
[13:25:23] Step 1500/9200 | loss:1.9826 | lr:0.020000 | step:53ms | total:112.6s | ETA:0:06:44
[13:25:28] Step 1600/9200 | loss:2.0806 | lr:0.020000 | step:55ms | total:118.0s | ETA:0:06:54
[13:25:34] Step 1700/9200 | loss:2.2491 | lr:0.020000 | step:52ms | total:123.4s | ETA:0:06:33
[13:25:39] Step 1800/9200 | loss:2.0874 | lr:0.020000 | step:53ms | total:128.7s | ETA:0:06:28
[13:25:44] Step 1900/9200 | loss:2.0504 | lr:0.020000 | step:53ms | total:133.9s | ETA:0:06:23
[13:25:53] Step 2000/9200 | loss:2.1220 | lr:0.020000 | step:55ms | total:143.0s | ETA:0:06:34
[13:25:59] Step 2100/9200 | loss:2.1903 | lr:0.020000 | step:55ms | total:148.5s | ETA:0:06:28
[13:26:04] Step 2200/9200 | loss:1.9119 | lr:0.020000 | step:55ms | total:154.0s | ETA:0:06:22
[13:26:13] Step 2300/9200 | loss:2.1079 | lr:0.020000 | step:55ms | total:162.6s | ETA:0:06:17
[13:26:18] Step 2400/9200 | loss:2.0002 | lr:0.020000 | step:56ms | total:168.1s | ETA:0:06:17
[13:26:24] Step 2500/9200 | loss:1.9407 | lr:0.020000 | step:55ms | total:173.6s | ETA:0:06:05
[13:26:29] Step 2600/9200 | loss:1.9086 | lr:0.020000 | step:55ms | total:179.1s | ETA:0:06:00
[13:26:39] Step 2700/9200 | loss:2.1545 | lr:0.020000 | step:55ms | total:188.6s | ETA:0:05:56
[13:26:44] Step 2800/9200 | loss:1.9754 | lr:0.020000 | step:55ms | total:194.1s | ETA:0:05:50
[13:26:50] Step 2900/9200 | loss:1.9502 | lr:0.020000 | step:55ms | total:199.6s | ETA:0:05:44
[13:26:55] Step 3000/9200 | loss:1.9818 | lr:0.020000 | step:55ms | total:205.1s | ETA:0:05:38
[13:27:04] Step 3100/9200 | loss:1.9853 | lr:0.020000 | step:55ms | total:213.5s | ETA:0:05:35
[13:27:09] Step 3200/9200 | loss:1.9684 | lr:0.020000 | step:55ms | total:219.0s | ETA:0:05:28
[13:27:15] Step 3300/9200 | loss:1.9221 | lr:0.020000 | step:55ms | total:224.5s | ETA:0:05:22
[13:27:20] Step 3400/9200 | loss:1.9467 | lr:0.020000 | step:55ms | total:230.0s | ETA:0:05:16
[13:27:29] Step 3500/9200 | loss:2.1431 | lr:0.020000 | step:55ms | total:239.2s | ETA:0:05:12
[13:27:35] Step 3600/9200 | loss:2.1240 | lr:0.020000 | step:55ms | total:244.6s | ETA:0:05:06
[13:27:40] Step 3700/9200 | loss:1.9856 | lr:0.020000 | step:55ms | total:250.1s | ETA:0:05:00
[13:27:46] Step 3800/9200 | loss:1.9574 | lr:0.020000 | step:54ms | total:255.6s | ETA:0:04:53
[13:27:56] Step 3900/9200 | loss:1.8764 | lr:0.020000 | step:55ms | total:265.7s | ETA:0:04:49
[13:28:01] Step 4000/9200 | loss:1.9292 | lr:0.020000 | step:55ms | total:271.2s | ETA:0:04:47
[13:28:07] Step 4100/9200 | loss:1.9766 | lr:0.020000 | step:55ms | total:276.7s | ETA:0:04:39
[13:28:16] Step 4200/9200 | loss:1.9692 | lr:0.020000 | step:55ms | total:285.7s | ETA:0:04:37
[13:28:21] Step 4300/9200 | loss:1.9102 | lr:0.020000 | step:55ms | total:291.2s | ETA:0:04:28
[13:28:27] Step 4400/9200 | loss:2.4180 | lr:0.020000 | step:55ms | total:296.6s | ETA:0:04:21
[13:28:32] Step 4500/9200 | loss:2.0018 | lr:0.020000 | step:55ms | total:302.1s | ETA:0:04:16
[13:28:42] Step 4600/9200 | loss:2.0034 | lr:0.020000 | step:55ms | total:311.7s | ETA:0:04:13
[13:28:47] Step 4700/9200 | loss:1.9941 | lr:0.020000 | step:55ms | total:317.2s | ETA:0:04:07
[13:28:53] Step 4800/9200 | loss:1.9226 | lr:0.020000 | step:55ms | total:322.7s | ETA:0:04:02
[13:28:58] Step 4900/9200 | loss:2.0037 | lr:0.020000 | step:55ms | total:328.2s | ETA:0:03:54
