timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 05:22:38.264, 0, 27, 1590 MHz, 100.82 W, 0 %, 0 MiB
2026/04/22 05:22:38.270, 1, 24, 345 MHz, 70.05 W, 0 %, 0 MiB
2026/04/22 05:22:38.275, 2, 26, 345 MHz, 68.98 W, 0 %, 0 MiB
2026/04/22 05:22:38.281, 3, 25, 345 MHz, 71.48 W, 0 %, 0 MiB
2026/04/22 05:22:39.286, 0, 27, 1590 MHz, 100.86 W, 0 %, 0 MiB
2026/04/22 05:22:39.289, 1, 24, 345 MHz, 70.16 W, 0 %, 0 MiB
2026/04/22 05:22:39.290, 2, 26, 345 MHz, 68.83 W, 0 %, 0 MiB
2026/04/22 05:22:39.291, 3, 25, 345 MHz, 71.43 W, 0 %, 0 MiB
2026/04/22 05:22:40.292, 0, 27, 1590 MHz, 100.86 W, 0 %, 4 MiB
2026/04/22 05:22:40.305, 1, 24, 780 MHz, 71.54 W, 0 %, 4 MiB
2026/04/22 05:22:40.307, 2, 26, 345 MHz, 68.93 W, 0 %, 4 MiB
2026/04/22 05:22:40.309, 3, 25, 345 MHz, 71.47 W, 0 %, 1 MiB
2026/04/22 05:22:41.313, 0, 27, 1590 MHz, 100.98 W, 0 %, 4 MiB
2026/04/22 05:22:41.316, 1, 24, 780 MHz, 73.00 W, 0 %, 4 MiB
2026/04/22 05:22:41.319, 2, 26, 345 MHz, 68.93 W, 0 %, 4 MiB
2026/04/22 05:22:41.320, 3, 25, 345 MHz, 71.53 W, 0 %, 4 MiB
2026/04/22 05:22:42.322, 0, 27, 1590 MHz, 100.89 W, 0 %, 4 MiB
2026/04/22 05:22:42.325, 1, 24, 345 MHz, 70.90 W, 0 %, 4 MiB
2026/04/22 05:22:42.328, 2, 26, 345 MHz, 68.88 W, 0 %, 4 MiB
2026/04/22 05:22:42.331, 3, 25, 345 MHz, 71.54 W, 0 %, 4 MiB
2026/04/22 05:22:43.333, 0, 27, 1590 MHz, 100.85 W, 0 %, 4 MiB
2026/04/22 05:22:43.336, 1, 24, 345 MHz, 70.17 W, 0 %, 4 MiB
2026/04/22 05:22:43.338, 2, 26, 345 MHz, 68.88 W, 0 %, 4 MiB
2026/04/22 05:22:43.340, 3, 25, 345 MHz, 71.51 W, 0 %, 4 MiB
2026/04/22 05:22:44.343, 0, 27, 1590 MHz, 99.97 W, 0 %, 559 MiB
2026/04/22 05:22:44.347, 1, 25, 1980 MHz, 92.72 W, 1 %, 529 MiB
2026/04/22 05:22:44.350, 2, 27, 1980 MHz, 81.16 W, 0 %, 529 MiB
2026/04/22 05:22:44.352, 3, 26, 1980 MHz, 86.79 W, 0 %, 529 MiB
2026/04/22 05:22:45.356, 0, 27, 1590 MHz, 98.76 W, 0 %, 1333 MiB
2026/04/22 05:22:45.361, 1, 25, 1980 MHz, 113.44 W, 0 %, 1333 MiB
2026/04/22 05:22:45.364, 2, 27, 1980 MHz, 114.76 W, 0 %, 1333 MiB
2026/04/22 05:22:45.366, 3, 26, 1980 MHz, 117.31 W, 0 %, 1333 MiB
2026/04/22 05:22:46.370, 0, 27, 1590 MHz, 98.96 W, 0 %, 1519 MiB
2026/04/22 05:22:46.372, 1, 25, 1980 MHz, 113.63 W, 0 %, 1519 MiB
2026/04/22 05:22:46.373, 2, 27, 1980 MHz, 114.80 W, 0 %, 1519 MiB
2026/04/22 05:22:46.374, 3, 26, 1980 MHz, 117.50 W, 0 %, 1519 MiB
2026/04/22 05:22:47.375, 0, 27, 1590 MHz, 98.79 W, 0 %, 1519 MiB
2026/04/22 05:22:47.377, 1, 26, 1980 MHz, 113.28 W, 0 %, 1519 MiB
2026/04/22 05:22:47.379, 2, 27, 1980 MHz, 114.24 W, 0 %, 1519 MiB
2026/04/22 05:22:47.380, 3, 26, 1980 MHz, 117.20 W, 0 %, 1519 MiB
2026/04/22 05:22:48.381, 0, 27, 1590 MHz, 98.72 W, 0 %, 1519 MiB
2026/04/22 05:22:48.384, 1, 26, 1980 MHz, 113.26 W, 0 %, 1519 MiB
2026/04/22 05:22:48.386, 2, 27, 1980 MHz, 114.23 W, 0 %, 1519 MiB
