timestamp,run_id,val_bpb,cadence,cadence_offset,num_unique_layers,num_loops,lr,grad_clip,mlp_mult,model_dim,steps,f_steps,n_steps,avg_ms,time_s,params,reasoning,notes
2026-03-22T02:24:23.694105,seed_001,2.6371,2,0,3,3,0.0003,1.0,2,0,,,,,,,seed config,seed: 3x3 cadence2 (our baseline)
2026-03-22T02:27:54.232070,seed_002,2.6061,1,0,3,3,0.0003,1.0,2,0,,,,,,,seed config,seed: always fractal control
2026-03-22T02:29:14.043656,seed_003,3.2873,0,0,3,3,0.0003,1.0,2,0,,,,,,,seed config,seed: never fractal control
2026-03-22T02:32:06.866493,seed_004,2.6274,2,0,4,3,0.0003,0.5,2,0,,,,,,,seed config,seed: 4x3 loose clip
2026-03-22T02:33:57.192268,seed_005,2.4951,2,0,3,2,0.0005,1.0,2,0,,,,,,,seed config,seed: 3x2 high lr
2026-03-22T02:36:30.178865,qwen_006,2.4505,2,0,3,3,0.001,1.0,2,0,,,,,,,"The results show cadence=2 (F/N) is effective with 3 layers and 2 loops, but we should explore if increasing loops to 3 with the same cadence improves performance. The best result used 3 layers with 2","The results show cadence=2 (F/N) is effective with 3 layers and 2 loops, but we should explore if in"
2026-03-22T02:39:31.666216,qwen_007,2.5117,2,0,3,4,0.0005,1.0,2,0,,,,,,,"The results show cadence=2 (F/N) is most effective with 3 layers and 3 loops, but we should explore if increasing loops to 4 with the same cadence improves performance while maintaining the beneficial","The results show cadence=2 (F/N) is most effective with 3 layers and 3 loops, but we should explore "
2026-03-22T02:42:18.223414,qwen_008,2.5621,2,0,3,4,0.0005,1.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) shows clear effectiveness with 3 layers and 3 loops being optimal. The recent experiment with 3 layers and 4 loops showed improvement over 3x3, suggesting we shou","Based on the results, cadence=2 (F/N) shows clear effectiveness with 3 layers and 3 loops being opti"
2026-03-22T02:45:05.078142,qwen_009,2.4499,2,0,3,4,0.001,1.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective, and the best performance at 3 layers with 4 loops and mlp_mult=3, I should explore the promising region of higher loops with mlp_mult=3 ","Based on the results showing cadence=2 (F/N) is most effective, and the best performance at 3 layers"
2026-03-22T02:48:30.069668,qwen_010,2.5306,2,0,3,5,0.001,3.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The best performance was achieved with 3 layers and 4 loops, but we should explore if increasing loops furt","Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The bes"
2026-03-22T02:51:53.428435,qwen_011,2.5605,2,0,3,5,0.001,5.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The best performance shows 3 layers with 4 loops and cadence=2, but we should explore if increasing loops b","Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The bes"
2026-03-22T02:56:06.060564,qwen_012,2.6235,2,0,4,5,0.001,5.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 5 loops gave the best performance so far, I'll try increasing to 4 unique layers with 5 loops to see if the additional ",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 5 loops gave the be
2026-03-22T02:59:33.738726,qwen_013,2.5841,2,0,4,4,0.0015,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I'm proposing to explore 4 layers with 4 loops at a higher learning rate to see if w",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:03:01.252143,qwen_014,2.9248,2,0,4,4,0.002,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I should explore the 4-layer configuration with 4 loops but with a different learnin",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:07:11.334335,qwen_015,2.5889,2,0,4,5,0.0015,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I should explore the 4-layer configuration with higher loops (5) to see if deeper ef",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:10:38.812471,qwen_016,2.6172,2,0,4,4,0.002,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I'm exploring a configuration with 4 layers and 4 loops but with a higher learning r",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:13:55.629274,qwen_017,2.5463,2,0,3,5,0.0015,3.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The best performance was achieved with 3 layers and 4 loops, but we should explore if increasing loops to 5","Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The bes"
2026-03-22T03:17:23.262748,qwen_018,2.6181,2,0,4,4,0.001,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 5 loops gave the best performance so far, I should explore the boundary of this region. The highest performing configs ",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 5 loops gave the be
2026-03-22T03:20:50.422489,qwen_019,2.662,2,0,4,4,0.0015,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I'm exploring a configuration with 4 layers and 4 loops but with a higher learning r",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:24:18.245831,qwen_020,2.5231,2,0,4,4,0.001,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I should explore the 4-layer configuration with 4 loops but adjust the learning rate",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:28:30.762467,qwen_021,2.5957,2,0,4,5,0.001,3.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the best performance, I should explore the 4-layer configuration with higher loops (5) to see if the incre",Based on the results showing cadence=2 (F/N) is most effective and 3 layers with 4 loops gave the be
2026-03-22T03:31:47.359748,qwen_022,2.4921,2,0,3,5,0.0015,3.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The best performance was achieved with 3 layers and 4 loops, but we should explore if increasing loops to 5","Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The bes"
2026-03-22T03:35:04.506355,qwen_023,2.4944,2,0,3,5,0.0015,3.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The best performance was achieved with 3 layers and 4 loops, but we should explore if increasing loops to 5","Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The bes"
2026-03-22T03:38:21.889321,qwen_024,2.438,2,0,3,5,0.002,4.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, I should explore the 3-layer, 5-loop configuration with different learning rates and gradient clipping to re","Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, I should"
2026-03-22T03:41:39.046040,qwen_025,2.5061,2,0,3,5,0.0015,5.0,3,0,,,,,,,"The results consistently show cadence=2 (F/N) is most effective with 3 layers being optimal. The best performing config used 3 layers with 5 loops, but we should explore if increasing loops beyond 5 w",The results consistently show cadence=2 (F/N) is most effective with 3 layers being optimal. The bes
2026-03-22T03:44:56.065214,qwen_026,2.5321,2,0,3,5,0.001,5.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, and the best performance at 5 loops with high gradient clipping, I should explore a configuration with 3 lay","Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, and the "
2026-03-22T03:48:12.923821,qwen_027,2.5161,2,0,3,5,0.001,5.0,3,0,,,,,,,"Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The best performance was achieved with 5 loops and high gradient clipping (5.0). However, we should explore","Based on the results, cadence=2 (F/N) is clearly most effective with 3 layers being optimal. The bes"
2026-03-22T03:50:59.129233,qwen_028,2.4242,2,0,3,4,0.002,5.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, and the best performance at 3 layers with 4 loops, I should explore a configuration with 3 layers and 4 loop","Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, and the "
2026-03-22T03:54:16.362246,qwen_029,2.4349,2,0,3,5,0.002,5.0,3,0,,,,,,,"The results consistently show cadence=2 (F/N) is most effective with 3 layers being optimal. The best performance was achieved with 3 layers and 4 loops, but we should explore if increasing loops to 5",The results consistently show cadence=2 (F/N) is most effective with 3 layers being optimal. The bes
2026-03-22T03:57:34.421521,qwen_030,2.5254,2,0,3,5,0.001,5.0,3,0,,,,,,,"Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, and the best performance at 5 loops with high learning rate and gradient clip, I should explore a configurat","Based on the results showing cadence=2 (F/N) is most effective with 3 layers being optimal, and the "
2026-03-22T04:00:51.416225,qwen_031,2.4309,2,0,3,5,0.002,5.0,3,0,,,,,,,"Based on the consistent performance of cadence=2 (F/N) with 3 layers and the trend showing that 5 loops with high gradient clipping performs well, I should explore increasing the learning rate to 2e-3",Based on the consistent performance of cadence=2 (F/N) with 3 layers and the trend showing that 5 lo
2026-03-22T04:04:08.400116,qwen_032,2.4313,2,0,3,5,0.002,5.0,3,0,,,,,,,"Based on the strong performance of cadence=2 (F/N) with 3 layers and 5 loops in the best results, I should explore increasing the MLP expansion factor to 3 while maintaining the proven effective confi","Based on the strong performance of cadence=2 (F/N) with 3 layers and 5 loops in the best results, I "
2026-03-22T04:07:25.362831,qwen_033,2.4456,2,0,3,5,0.002,5.0,3,0,,,,,,,"Based on the consistent performance of cadence=2 (F/N) with 3 layers and 5 loops, I should explore increasing the MLP expansion factor to 3 while maintaining the proven effective configuration. This a","Based on the consistent performance of cadence=2 (F/N) with 3 layers and 5 loops, I should explore i"
2026-03-22T04:10:42.211775,qwen_034,2.438,2,0,3,5,0.002,5.0,3,0,,,,,,,"Based on the strong performance of cadence=2 (F/N) with 3 layers and 5 loops, I should explore increasing the MLP expansion factor to 3 while maintaining the proven cadence pattern. This allows us to ","Based on the strong performance of cadence=2 (F/N) with 3 layers and 5 loops, I should explore incre"
