timestamp,run_id,status,primary_bpb,final_intq_sliding_window_bpb,final_intq_roundtrip_bpb,legal_ttt_bpb,post_ttt_temp_bpb,quant_artifact_bytes,model_params,reasoning,notes,config_json,script_path,summary_path
2026-03-24T00:30:02.093093,edge_auto_001,timeout,,,,,,,,seed,seed: pure int5 no TTT | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 64, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 15, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_001.sh,results/autoruns/edge_auto_001/result_summary.json
2026-03-24T01:10:02.097693,edge_auto_002,timeout,,,,,,,,seed,seed: mixed mlp5/attn6 no TTT | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 64, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_002.sh,results/autoruns/edge_auto_002/result_summary.json
2026-03-24T01:50:02.102838,edge_auto_003,timeout,,,,,,,,seed,seed: mixed mlp5/attn6 b128 pd002 | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 128, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.002, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_003.sh,results/autoruns/edge_auto_003/result_summary.json
2026-03-24T02:30:02.106030,edge_auto_004,timeout,,,,,,,,seed,seed: pure int5 with conservative TTT | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 64, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 15, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 1, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_004.sh,results/autoruns/edge_auto_004/result_summary.json
2026-03-24T03:10:16.885460,edge_auto_005,timeout,,,,,,,,"Starting with a strong baseline using pure int5 quantization (which was previously strong) but enabling TTT with conservative settings to see if it can recover quality without the timeout issues. Using smaller block size and lower dampening for faster convergence, while keeping other parameters at d",novel_attempts=0 | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 64, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.002, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 15, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 1, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 8}",scripts/edge_autoresearch/run_edge_auto_005.sh,results/autoruns/edge_auto_005/result_summary.json
2026-03-24T03:50:47.771159,edge_auto_006,timeout,,,,,,,,"Starting with a baseline config that leverages the strongest known patterns: int5 quantization for both MLP and attn (since pure int5 was strong), gptq_block_size=128 (larger blocks often work better for quality), gptq_percdamp=0.01 (moderate damping to balance accuracy and stability), bigram_vocab_",novel_attempts=0 | missing_summary | elapsed=2400.1s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 128, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_006.sh,results/autoruns/edge_auto_006/result_summary.json
2026-03-24T04:34:21.937848,edge_auto_007,timeout,,,,,,,,"Starting with a baseline config that avoids TTT (which worsened metric per history) while exploring promising quantization settings. Using gptq_block_size=128 for better accuracy, quant_attn_clip_range=31 to allow more dynamic range in attention, and mixed quant (int5 MLP, int6 attn) which may recov",novel_attempts=0 | missing_summary | elapsed=2582.4s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 128, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 8, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 8}",scripts/edge_autoresearch/run_edge_auto_007.sh,results/autoruns/edge_auto_007/result_summary.json
2026-03-24T08:32:16.540907,edge_auto_008,timeout,,,,,,,,fallback_after_qwen_failure:1,novel_attempts=0 | missing_summary | elapsed=12309.1s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 6144, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 64, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.03, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.99, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.03, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 8, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0002, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_008.sh,results/autoruns/edge_auto_008/result_summary.json
2026-03-24T09:12:33.830132,edge_auto_009,timeout,,,,,,,,"Starting with a baseline config that avoids TTT (which worsened metric per history), uses mixed quant (int5 for MLP, int6 for attn to balance quality/speed), and tests moderate GPTQ settings. The bigram_vocab_size is set to 8192 as it's often a sweet spot between memory usage and quality. XSA last_n",novel_attempts=0 | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 8192, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 128, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.01, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.04, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 0, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.035, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 0, ""ttt_freeze_blocks"": 8, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0001, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 11}",scripts/edge_autoresearch/run_edge_auto_009.sh,results/autoruns/edge_auto_009/result_summary.json
2026-03-24T09:52:42.715766,edge_auto_010,timeout,,,,,,,,"Starting with a baseline config that avoids TTT (as it worsened metric in past runs) and explores promising quantization ranges. Using gptq_block_size=128 for better calibration, percDamp=0.01 as a middle ground, bigram_vocab_size=8192 to balance quality and size, xsa_last_n=11 for more context, muo",novel_attempts=1 | missing_summary | elapsed=2400.0s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 10240, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 64, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.002, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.03, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 1, ""post_ttt_temperature"": 0.99, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 15, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.03, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 1, ""ttt_freeze_blocks"": 8, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0002, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 8}",scripts/edge_autoresearch/run_edge_auto_010.sh,results/autoruns/edge_auto_010/result_summary.json
2026-03-24T10:33:15.424717,edge_auto_011,timeout,,,,,,,,"Starting with a baseline config that avoids TTT (since it worsened metric in recent runs) while exploring promising quantization settings. Using gptq_block_size=128 for better accuracy, mixed quant (attn int6, mlp int5) to balance quality and size, and standard clip ranges. Testing bigram_vocab_size",novel_attempts=1 | missing_summary | elapsed=2400.2s | tail=run timed out,"{""bigram_dim"": 128, ""bigram_vocab_size"": 6144, ""eval_seq_len"": 2048, ""eval_stride"": 64, ""gptq_block_size"": 128, ""gptq_calibration_samples"": 256, ""gptq_percdamp"": 0.002, ""late_qat_threshold"": 0.5, ""matrix_lr"": 0.025, ""max_wallclock_seconds"": 600, ""mlp_mult"": 3.5, ""model_dim"": 512, ""muon_momentum"": 0.99, ""muon_wd"": 0.05, ""num_heads"": 8, ""num_kv_heads"": 8, ""num_layers"": 11, ""post_ttt_temp_enabled"": 1, ""post_ttt_temperature"": 0.98, ""qat_enabled"": 0, ""quant_artifact_name"": ""final_model.intq.ptz"", ""quant_attn_clip_range"": 31, ""quant_embed_clip_range"": 31, ""quant_int_categories"": ""mlp,attn"", ""quant_mlp_clip_range"": 15, ""quant_other_clip_range"": 31, ""rope_dims"": 16, ""scalar_lr"": 0.025, ""tied_embed_lr"": 0.03, ""train_batch_tokens"": 786432, ""train_seq_len"": 2048, ""ttt_chunk_tokens"": 131072, ""ttt_ema_decay"": 0.995, ""ttt_epochs"": 3, ""ttt_eval_enabled"": 1, ""ttt_freeze_blocks"": 9, ""ttt_freeze_embed"": 1, ""ttt_grad_clip"": 1.0, ""ttt_lr"": 0.0002, ""ttt_max_train_chunks"": 200, ""ttt_optimizer"": ""adamw"", ""val_loss_every"": 0, ""warmdown_iters"": 3500, ""xsa_last_n"": 8}",scripts/edge_autoresearch/run_edge_auto_011.sh,results/autoruns/edge_auto_011/result_summary.json
