timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 14:13:21.188, 0, 21, 345 MHz, 69.05 W, 0 %, 0 MiB
2026/04/22 14:13:21.193, 1, 23, 345 MHz, 68.60 W, 0 %, 0 MiB
2026/04/22 14:13:21.197, 2, 24, 345 MHz, 68.28 W, 0 %, 0 MiB
2026/04/22 14:13:21.202, 3, 21, 345 MHz, 68.87 W, 0 %, 0 MiB
2026/04/22 14:13:21.206, 4, 21, 345 MHz, 69.35 W, 0 %, 0 MiB
2026/04/22 14:13:21.210, 5, 24, 345 MHz, 69.31 W, 0 %, 0 MiB
2026/04/22 14:13:21.214, 6, 22, 345 MHz, 70.75 W, 0 %, 0 MiB
2026/04/22 14:13:21.219, 7, 22, 345 MHz, 67.31 W, 0 %, 0 MiB
2026/04/22 14:13:22.223, 0, 21, 345 MHz, 69.10 W, 0 %, 0 MiB
2026/04/22 14:13:22.228, 1, 23, 345 MHz, 68.59 W, 0 %, 0 MiB
2026/04/22 14:13:22.232, 2, 24, 345 MHz, 68.33 W, 0 %, 0 MiB
2026/04/22 14:13:22.236, 3, 21, 345 MHz, 68.87 W, 0 %, 0 MiB
2026/04/22 14:13:22.241, 4, 21, 345 MHz, 69.31 W, 0 %, 0 MiB
2026/04/22 14:13:22.244, 5, 24, 345 MHz, 69.22 W, 0 %, 0 MiB
2026/04/22 14:13:22.247, 6, 22, 345 MHz, 70.79 W, 0 %, 0 MiB
2026/04/22 14:13:22.250, 7, 22, 345 MHz, 67.33 W, 0 %, 0 MiB
2026/04/22 14:13:23.254, 0, 21, 345 MHz, 69.22 W, 0 %, 4 MiB
2026/04/22 14:13:23.349, 1, 23, 345 MHz, 68.60 W, 0 %, 4 MiB
2026/04/22 14:13:23.352, 2, 24, 345 MHz, 68.30 W, 0 %, 4 MiB
2026/04/22 14:13:23.356, 3, 21, 345 MHz, 68.94 W, 0 %, 1 MiB
2026/04/22 14:13:23.359, 4, 21, 345 MHz, 69.32 W, 0 %, 1 MiB
2026/04/22 14:13:23.366, 5, 24, 345 MHz, 69.29 W, 0 %, 1 MiB
2026/04/22 14:13:23.371, 6, 22, 345 MHz, 70.80 W, 0 %, 1 MiB
2026/04/22 14:13:23.375, 7, 22, 345 MHz, 67.33 W, 0 %, 1 MiB
2026/04/22 14:13:24.379, 0, 21, 345 MHz, 69.11 W, 0 %, 4 MiB
2026/04/22 14:13:24.384, 1, 23, 345 MHz, 68.59 W, 0 %, 4 MiB
2026/04/22 14:13:24.400, 2, 24, 345 MHz, 68.26 W, 0 %, 4 MiB
2026/04/22 14:13:24.405, 3, 21, 345 MHz, 68.94 W, 0 %, 4 MiB
2026/04/22 14:13:24.410, 4, 21, 345 MHz, 69.42 W, 0 %, 4 MiB
2026/04/22 14:13:24.427, 5, 24, 345 MHz, 69.24 W, 0 %, 4 MiB
2026/04/22 14:13:24.432, 6, 22, 795 MHz, 71.17 W, 0 %, 4 MiB
2026/04/22 14:13:24.436, 7, 22, 345 MHz, 67.34 W, 0 %, 1 MiB
2026/04/22 14:13:25.441, 0, 21, 345 MHz, 69.06 W, 0 %, 4 MiB
2026/04/22 14:13:25.446, 1, 23, 345 MHz, 68.56 W, 0 %, 4 MiB
2026/04/22 14:13:25.448, 2, 24, 345 MHz, 68.34 W, 0 %, 4 MiB
2026/04/22 14:13:25.450, 3, 21, 345 MHz, 68.85 W, 0 %, 4 MiB
2026/04/22 14:13:25.453, 4, 21, 345 MHz, 69.37 W, 0 %, 4 MiB
2026/04/22 14:13:25.458, 5, 24, 345 MHz, 69.26 W, 0 %, 4 MiB
2026/04/22 14:13:25.462, 6, 22, 795 MHz, 74.31 W, 0 %, 4 MiB
2026/04/22 14:13:25.464, 7, 22, 345 MHz, 67.37 W, 0 %, 4 MiB
2026/04/22 14:13:26.467, 0, 21, 345 MHz, 69.06 W, 0 %, 4 MiB
2026/04/22 14:13:26.473, 1, 23, 345 MHz, 68.54 W, 0 %, 4 MiB
2026/04/22 14:13:26.478, 2, 24, 345 MHz, 68.35 W, 0 %, 4 MiB
2026/04/22 14:13:26.482, 3, 21, 345 MHz, 68.84 W, 0 %, 4 MiB
2026/04/22 14:13:26.485, 4, 21, 345 MHz, 69.33 W, 0 %, 4 MiB
2026/04/22 14:13:26.489, 5, 24, 345 MHz, 69.25 W, 0 %, 4 MiB
2026/04/22 14:13:26.492, 6, 22, 345 MHz, 73.28 W, 0 %, 4 MiB
2026/04/22 14:13:26.496, 7, 22, 345 MHz, 67.32 W, 0 %, 4 MiB
2026/04/22 14:13:27.500, 0, 21, 345 MHz, 69.15 W, 0 %, 4 MiB
2026/04/22 14:13:27.505, 1, 23, 345 MHz, 68.57 W, 0 %, 4 MiB
2026/04/22 14:13:27.510, 2, 24, 345 MHz, 68.29 W, 0 %, 4 MiB
2026/04/22 14:13:27.511, 3, 21, 345 MHz, 68.89 W, 0 %, 4 MiB
2026/04/22 14:13:27.512, 4, 21, 345 MHz, 69.43 W, 0 %, 4 MiB
2026/04/22 14:13:27.513, 5, 24, 345 MHz, 69.24 W, 0 %, 4 MiB
2026/04/22 14:13:27.514, 6, 22, 345 MHz, 70.86 W, 0 %, 4 MiB
2026/04/22 14:13:27.515, 7, 22, 345 MHz, 67.34 W, 0 %, 4 MiB
2026/04/22 14:13:28.515, 0, 21, 345 MHz, 69.17 W, 0 %, 4 MiB
2026/04/22 14:13:28.523, 1, 23, 345 MHz, 68.62 W, 0 %, 4 MiB
2026/04/22 14:13:28.527, 2, 24, 345 MHz, 68.35 W, 0 %, 4 MiB
2026/04/22 14:13:28.535, 3, 21, 345 MHz, 68.89 W, 0 %, 4 MiB
2026/04/22 14:13:28.540, 4, 21, 345 MHz, 69.46 W, 0 %, 4 MiB
2026/04/22 14:13:28.544, 5, 24, 345 MHz, 69.32 W, 0 %, 4 MiB
