timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 22:30:24.439, 0, 22, 345 MHz, 69.09 W, 0 %, 1 MiB
2026/04/21 22:30:24.441, 1, 26, 345 MHz, 70.24 W, 0 %, 1 MiB
2026/04/21 22:30:24.444, 2, 21, 345 MHz, 68.30 W, 0 %, 1 MiB
2026/04/21 22:30:24.450, 3, 20, 345 MHz, 68.77 W, 0 %, 1 MiB
2026/04/21 22:30:25.451, 0, 22, 345 MHz, 69.07 W, 0 %, 1 MiB
2026/04/21 22:30:25.452, 1, 26, 345 MHz, 70.26 W, 0 %, 1 MiB
2026/04/21 22:30:25.452, 2, 21, 345 MHz, 68.25 W, 0 %, 1 MiB
2026/04/21 22:30:25.452, 3, 20, 345 MHz, 68.74 W, 0 %, 1 MiB
2026/04/21 22:30:26.452, 0, 22, 345 MHz, 69.15 W, 0 %, 1 MiB
2026/04/21 22:30:26.453, 1, 26, 345 MHz, 70.27 W, 0 %, 1 MiB
2026/04/21 22:30:26.453, 2, 21, 345 MHz, 68.29 W, 0 %, 1 MiB
2026/04/21 22:30:26.453, 3, 20, 345 MHz, 68.77 W, 0 %, 1 MiB
2026/04/21 22:30:27.454, 0, 22, 345 MHz, 69.11 W, 0 %, 4 MiB
2026/04/21 22:30:27.454, 1, 26, 345 MHz, 70.28 W, 0 %, 1 MiB
2026/04/21 22:30:27.454, 2, 21, 345 MHz, 68.25 W, 0 %, 1 MiB
2026/04/21 22:30:27.455, 3, 20, 345 MHz, 68.80 W, 0 %, 1 MiB
2026/04/21 22:30:28.455, 0, 22, 345 MHz, 69.10 W, 0 %, 4 MiB
2026/04/21 22:30:28.455, 1, 26, 345 MHz, 70.29 W, 0 %, 4 MiB
2026/04/21 22:30:28.456, 2, 21, 345 MHz, 68.33 W, 0 %, 1 MiB
2026/04/21 22:30:28.456, 3, 20, 345 MHz, 68.78 W, 0 %, 1 MiB
2026/04/21 22:30:29.456, 0, 22, 345 MHz, 69.08 W, 0 %, 4 MiB
2026/04/21 22:30:29.457, 1, 26, 345 MHz, 70.33 W, 0 %, 4 MiB
2026/04/21 22:30:29.457, 2, 21, 345 MHz, 68.27 W, 0 %, 4 MiB
2026/04/21 22:30:29.457, 3, 20, 345 MHz, 68.72 W, 0 %, 1 MiB
2026/04/21 22:30:30.458, 0, 22, 345 MHz, 69.07 W, 0 %, 4 MiB
2026/04/21 22:30:30.458, 1, 26, 345 MHz, 70.29 W, 0 %, 4 MiB
2026/04/21 22:30:30.458, 2, 21, 345 MHz, 68.29 W, 0 %, 4 MiB
2026/04/21 22:30:30.459, 3, 20, 345 MHz, 68.78 W, 0 %, 4 MiB
2026/04/21 22:30:31.459, 0, 22, 345 MHz, 69.07 W, 0 %, 4 MiB
2026/04/21 22:30:31.459, 1, 26, 345 MHz, 70.23 W, 0 %, 4 MiB
2026/04/21 22:30:31.459, 2, 21, 345 MHz, 68.26 W, 0 %, 4 MiB
2026/04/21 22:30:31.460, 3, 20, 345 MHz, 68.74 W, 0 %, 4 MiB
2026/04/21 22:30:32.460, 0, 22, 345 MHz, 69.12 W, 0 %, 4 MiB
2026/04/21 22:30:32.462, 1, 26, 345 MHz, 70.37 W, 0 %, 4 MiB
2026/04/21 22:30:32.462, 2, 21, 345 MHz, 68.26 W, 0 %, 4 MiB
2026/04/21 22:30:32.463, 3, 20, 345 MHz, 68.80 W, 0 %, 4 MiB
2026/04/21 22:30:33.464, 0, 22, 345 MHz, 69.07 W, 0 %, 4 MiB
2026/04/21 22:30:33.464, 1, 26, 345 MHz, 70.37 W, 0 %, 4 MiB
2026/04/21 22:30:33.465, 2, 21, 345 MHz, 68.26 W, 0 %, 4 MiB
2026/04/21 22:30:33.465, 3, 20, 345 MHz, 68.79 W, 0 %, 4 MiB
2026/04/21 22:30:34.465, 0, 24, 1980 MHz, 86.90 W, 0 %, 23 MiB
2026/04/21 22:30:34.471, 1, 28, 1980 MHz, 90.17 W, 0 %, 23 MiB
2026/04/21 22:30:34.494, 2, 23, 1980 MHz, 87.45 W, 0 %, 23 MiB
2026/04/21 22:30:34.502, 3, 21, 1980 MHz, 83.38 W, 0 %, 23 MiB
2026/04/21 22:30:35.509, 0, 24, 1980 MHz, 117.51 W, 6 %, 722 MiB
2026/04/21 22:30:35.511, 1, 28, 1980 MHz, 119.83 W, 2 %, 722 MiB
2026/04/21 22:30:35.511, 2, 23, 1980 MHz, 114.60 W, 5 %, 722 MiB
2026/04/21 22:30:35.512, 3, 21, 1980 MHz, 112.39 W, 6 %, 722 MiB
2026/04/21 22:30:36.513, 0, 24, 1980 MHz, 115.95 W, 0 %, 1328 MiB
2026/04/21 22:30:36.516, 1, 28, 1980 MHz, 118.28 W, 0 %, 1328 MiB
2026/04/21 22:30:36.517, 2, 23, 1980 MHz, 113.30 W, 0 %, 1328 MiB
2026/04/21 22:30:36.520, 3, 22, 1980 MHz, 110.91 W, 0 %, 1328 MiB
2026/04/21 22:30:37.521, 0, 24, 1980 MHz, 116.18 W, 0 %, 1514 MiB
2026/04/21 22:30:37.521, 1, 28, 1980 MHz, 118.52 W, 0 %, 1514 MiB
2026/04/21 22:30:37.521, 2, 23, 1980 MHz, 113.41 W, 0 %, 1514 MiB
2026/04/21 22:30:37.522, 3, 22, 1980 MHz, 111.13 W, 0 %, 1514 MiB
2026/04/21 22:30:38.522, 0, 24, 1980 MHz, 115.81 W, 0 %, 1514 MiB
2026/04/21 22:30:38.522, 1, 28, 1980 MHz, 118.12 W, 0 %, 1514 MiB
2026/04/21 22:30:38.523, 2, 23, 1980 MHz, 113.11 W, 0 %, 1514 MiB
2026/04/21 22:30:38.523, 3, 22, 1980 MHz, 110.82 W, 0 %, 1514 MiB
2026/04/21 22:30:39.523, 0, 24, 1980 MHz, 115.92 W, 0 %, 1716 MiB
