timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 01:51:56.939, 0, 24, 345 MHz, 69.51 W, 0 %, 0 MiB
2026/04/22 01:51:56.940, 1, 29, 345 MHz, 70.90 W, 0 %, 0 MiB
2026/04/22 01:51:56.941, 2, 30, 345 MHz, 72.91 W, 0 %, 0 MiB
2026/04/22 01:51:56.941, 3, 24, 345 MHz, 69.34 W, 0 %, 0 MiB
2026/04/22 01:51:56.942, 4, 25, 345 MHz, 71.28 W, 0 %, 0 MiB
2026/04/22 01:51:56.943, 5, 30, 345 MHz, 71.61 W, 0 %, 0 MiB
2026/04/22 01:51:56.944, 6, 28, 345 MHz, 69.61 W, 0 %, 0 MiB
2026/04/22 01:51:56.944, 7, 24, 345 MHz, 70.22 W, 0 %, 0 MiB
2026/04/22 01:51:57.945, 0, 24, 345 MHz, 69.39 W, 0 %, 0 MiB
2026/04/22 01:51:57.946, 1, 29, 345 MHz, 70.90 W, 0 %, 0 MiB
2026/04/22 01:51:57.947, 2, 30, 345 MHz, 72.85 W, 0 %, 0 MiB
2026/04/22 01:51:57.947, 3, 24, 345 MHz, 69.40 W, 0 %, 0 MiB
2026/04/22 01:51:57.947, 4, 25, 345 MHz, 71.26 W, 0 %, 0 MiB
2026/04/22 01:51:57.947, 5, 30, 345 MHz, 71.58 W, 0 %, 0 MiB
2026/04/22 01:51:57.947, 6, 28, 345 MHz, 69.65 W, 0 %, 0 MiB
2026/04/22 01:51:57.948, 7, 24, 345 MHz, 70.22 W, 0 %, 0 MiB
2026/04/22 01:51:58.948, 0, 24, 345 MHz, 69.48 W, 0 %, 4 MiB
2026/04/22 01:51:59.059, 1, 29, 345 MHz, 70.93 W, 0 %, 4 MiB
2026/04/22 01:51:59.059, 2, 29, 345 MHz, 72.90 W, 0 %, 4 MiB
2026/04/22 01:51:59.059, 3, 24, 345 MHz, 69.35 W, 0 %, 1 MiB
2026/04/22 01:51:59.059, 4, 25, 345 MHz, 71.35 W, 0 %, 1 MiB
2026/04/22 01:51:59.060, 5, 30, 345 MHz, 71.59 W, 0 %, 1 MiB
2026/04/22 01:51:59.060, 6, 28, 345 MHz, 69.55 W, 0 %, 1 MiB
2026/04/22 01:51:59.060, 7, 24, 345 MHz, 70.25 W, 0 %, 1 MiB
2026/04/22 01:52:00.061, 0, 24, 345 MHz, 69.53 W, 0 %, 4 MiB
2026/04/22 01:52:00.063, 1, 29, 345 MHz, 70.93 W, 0 %, 4 MiB
2026/04/22 01:52:00.063, 2, 29, 345 MHz, 72.84 W, 0 %, 4 MiB
2026/04/22 01:52:00.063, 3, 24, 345 MHz, 69.33 W, 0 %, 4 MiB
2026/04/22 01:52:00.064, 4, 25, 345 MHz, 71.42 W, 0 %, 4 MiB
2026/04/22 01:52:00.064, 5, 30, 345 MHz, 71.57 W, 0 %, 4 MiB
2026/04/22 01:52:00.066, 6, 28, 345 MHz, 69.59 W, 0 %, 1 MiB
2026/04/22 01:52:00.066, 7, 24, 345 MHz, 70.11 W, 0 %, 1 MiB
2026/04/22 01:52:01.067, 0, 24, 345 MHz, 69.57 W, 0 %, 4 MiB
2026/04/22 01:52:01.067, 1, 29, 345 MHz, 70.93 W, 0 %, 4 MiB
2026/04/22 01:52:01.067, 2, 29, 345 MHz, 72.78 W, 0 %, 4 MiB
2026/04/22 01:52:01.068, 3, 24, 345 MHz, 69.28 W, 0 %, 4 MiB
2026/04/22 01:52:01.068, 4, 24, 345 MHz, 71.52 W, 0 %, 4 MiB
2026/04/22 01:52:01.068, 5, 30, 345 MHz, 71.51 W, 0 %, 4 MiB
2026/04/22 01:52:01.069, 6, 28, 345 MHz, 69.52 W, 0 %, 4 MiB
2026/04/22 01:52:01.069, 7, 24, 345 MHz, 70.18 W, 0 %, 4 MiB
2026/04/22 01:52:02.069, 0, 24, 345 MHz, 69.52 W, 0 %, 4 MiB
2026/04/22 01:52:02.070, 1, 29, 345 MHz, 70.87 W, 0 %, 4 MiB
2026/04/22 01:52:02.070, 2, 29, 345 MHz, 72.74 W, 0 %, 4 MiB
2026/04/22 01:52:02.070, 3, 24, 345 MHz, 69.26 W, 0 %, 4 MiB
2026/04/22 01:52:02.070, 4, 24, 345 MHz, 71.53 W, 0 %, 4 MiB
2026/04/22 01:52:02.071, 5, 30, 345 MHz, 71.49 W, 0 %, 4 MiB
2026/04/22 01:52:02.071, 6, 28, 345 MHz, 69.51 W, 0 %, 4 MiB
2026/04/22 01:52:02.071, 7, 24, 345 MHz, 70.21 W, 0 %, 4 MiB
2026/04/22 01:52:03.071, 0, 24, 345 MHz, 69.48 W, 0 %, 4 MiB
2026/04/22 01:52:03.073, 1, 28, 345 MHz, 70.88 W, 0 %, 4 MiB
2026/04/22 01:52:03.074, 2, 29, 345 MHz, 72.72 W, 0 %, 4 MiB
2026/04/22 01:52:03.077, 3, 24, 345 MHz, 69.29 W, 0 %, 4 MiB
2026/04/22 01:52:03.080, 4, 24, 345 MHz, 71.50 W, 0 %, 4 MiB
2026/04/22 01:52:03.080, 5, 30, 345 MHz, 71.47 W, 0 %, 4 MiB
2026/04/22 01:52:03.082, 6, 28, 345 MHz, 69.53 W, 0 %, 4 MiB
2026/04/22 01:52:03.082, 7, 24, 345 MHz, 70.23 W, 0 %, 4 MiB
2026/04/22 01:52:04.086, 0, 24, 345 MHz, 69.48 W, 0 %, 4 MiB
2026/04/22 01:52:04.125, 1, 28, 345 MHz, 70.83 W, 0 %, 4 MiB
2026/04/22 01:52:04.128, 2, 29, 345 MHz, 72.72 W, 0 %, 4 MiB
2026/04/22 01:52:04.128, 3, 24, 345 MHz, 69.35 W, 0 %, 4 MiB
2026/04/22 01:52:04.129, 4, 24, 345 MHz, 71.49 W, 0 %, 4 MiB
2026/04/22 01:52:04.130, 5, 30, 345 MHz, 71.49 W, 0 %, 4 MiB
2026/04/22 01:52:04.134, 6, 28, 345 MHz, 69.53 W, 0 %, 4 MiB
2026/04/22 01:52:04.137, 7, 24, 345 MHz, 70.15 W, 0 %, 4 MiB
2026/04/22 01:52:05.140, 0, 24, 345 MHz, 69.42 W, 0 %, 4 MiB
2026/04/22 01:52:05.141, 1, 28, 1980 MHz, 73.31 W, 0 %, 22 MiB
2026/04/22 01:52:05.142, 2, 29, 345 MHz, 72.67 W, 0 %, 4 MiB
2026/04/22 01:52:05.142, 3, 23, 345 MHz, 69.26 W, 0 %, 4 MiB
2026/04/22 01:52:05.143, 4, 24, 345 MHz, 71.47 W, 0 %, 4 MiB
2026/04/22 01:52:05.143, 5, 29, 345 MHz, 71.44 W, 0 %, 4 MiB
2026/04/22 01:52:05.144, 6, 28, 345 MHz, 69.50 W, 0 %, 4 MiB
2026/04/22 01:52:05.145, 7, 24, 345 MHz, 70.16 W, 0 %, 4 MiB
2026/04/22 01:52:06.146, 0, 24, 345 MHz, 69.41 W, 0 %, 4 MiB
2026/04/22 01:52:06.152, 1, 29, 1980 MHz, 117.59 W, 0 %, 529 MiB
2026/04/22 01:52:06.154, 2, 29, 345 MHz, 72.66 W, 0 %, 4 MiB
2026/04/22 01:52:06.158, 3, 23, 345 MHz, 69.30 W, 0 %, 10 MiB
2026/04/22 01:52:06.160, 4, 25, 1980 MHz, 75.10 W, 0 %, 22 MiB
2026/04/22 01:52:06.161, 5, 31, 1980 MHz, 90.54 W, 0 %, 529 MiB
2026/04/22 01:52:06.162, 6, 27, 345 MHz, 69.50 W, 0 %, 4 MiB
2026/04/22 01:52:06.164, 7, 24, 345 MHz, 70.13 W, 0 %, 4 MiB
2026/04/22 01:52:07.166, 0, 25, 1980 MHz, 107.27 W, 0 %, 627 MiB
2026/04/22 01:52:07.168, 1, 30, 1980 MHz, 116.95 W, 0 %, 631 MiB
2026/04/22 01:52:07.170, 2, 30, 1980 MHz, 99.54 W, 3 %, 551 MiB
2026/04/22 01:52:07.175, 3, 25, 1980 MHz, 113.49 W, 4 %, 621 MiB
2026/04/22 01:52:07.178, 4, 25, 1980 MHz, 120.27 W, 1 %, 725 MiB
2026/04/22 01:52:07.183, 5, 31, 1980 MHz, 116.29 W, 1 %, 725 MiB
2026/04/22 01:52:07.186, 6, 29, 1980 MHz, 95.36 W, 3 %, 557 MiB
2026/04/22 01:52:07.189, 7, 25, 1980 MHz, 96.47 W, 3 %, 563 MiB
2026/04/22 01:52:08.195, 0, 25, 1980 MHz, 114.17 W, 0 %, 969 MiB
2026/04/22 01:52:08.195, 1, 30, 1980 MHz, 117.02 W, 1 %, 969 MiB
2026/04/22 01:52:08.195, 2, 30, 1980 MHz, 119.58 W, 0 %, 969 MiB
2026/04/22 01:52:08.196, 3, 25, 1980 MHz, 112.18 W, 0 %, 967 MiB
2026/04/22 01:52:08.240, 4, 26, 1980 MHz, 118.87 W, 0 %, 969 MiB
2026/04/22 01:52:08.241, 5, 31, 1980 MHz, 116.28 W, 0 %, 969 MiB
2026/04/22 01:52:08.241, 6, 29, 1980 MHz, 117.33 W, 1 %, 969 MiB
2026/04/22 01:52:08.241, 7, 25, 1980 MHz, 113.24 W, 1 %, 969 MiB
2026/04/22 01:52:09.242, 0, 25, 1980 MHz, 114.46 W, 0 %, 1519 MiB
2026/04/22 01:52:09.242, 1, 30, 1980 MHz, 117.21 W, 0 %, 1519 MiB
2026/04/22 01:52:09.242, 2, 30, 1980 MHz, 120.04 W, 0 %, 1519 MiB
2026/04/22 01:52:09.242, 3, 25, 1980 MHz, 112.55 W, 0 %, 1519 MiB
2026/04/22 01:52:09.243, 4, 26, 1980 MHz, 119.48 W, 0 %, 1519 MiB
2026/04/22 01:52:09.243, 5, 31, 1980 MHz, 116.63 W, 0 %, 1519 MiB
2026/04/22 01:52:09.243, 6, 29, 1980 MHz, 117.66 W, 0 %, 1519 MiB
2026/04/22 01:52:09.243, 7, 25, 1980 MHz, 113.75 W, 0 %, 1519 MiB
2026/04/22 01:52:10.244, 0, 25, 1980 MHz, 114.06 W, 0 %, 1519 MiB
2026/04/22 01:52:10.244, 1, 30, 1980 MHz, 117.06 W, 2 %, 1721 MiB
2026/04/22 01:52:10.244, 2, 30, 1980 MHz, 119.71 W, 1 %, 1721 MiB
2026/04/22 01:52:10.245, 3, 25, 1980 MHz, 112.18 W, 0 %, 1721 MiB
2026/04/22 01:52:10.245, 4, 26, 1980 MHz, 119.26 W, 0 %, 1741 MiB
2026/04/22 01:52:10.245, 5, 31, 1980 MHz, 116.44 W, 0 %, 1741 MiB
2026/04/22 01:52:10.245, 6, 29, 1980 MHz, 117.44 W, 3 %, 1741 MiB
2026/04/22 01:52:10.246, 7, 25, 1980 MHz, 113.54 W, 3 %, 1741 MiB
2026/04/22 01:52:11.246, 0, 25, 1980 MHz, 114.14 W, 1 %, 1741 MiB
2026/04/22 01:52:11.247, 1, 30, 1980 MHz, 116.99 W, 0 %, 1741 MiB
2026/04/22 01:52:11.247, 2, 30, 1980 MHz, 119.75 W, 0 %, 1741 MiB
2026/04/22 01:52:11.248, 3, 25, 1980 MHz, 112.25 W, 0 %, 1741 MiB
2026/04/22 01:52:11.248, 4, 26, 1980 MHz, 119.03 W, 0 %, 1741 MiB
2026/04/22 01:52:11.248, 5, 31, 1980 MHz, 116.35 W, 0 %, 1741 MiB
