timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 18:17:30.751, 0, 26, 345 MHz, 70.81 W, 0 %, 0 MiB
2026/04/21 18:17:30.758, 1, 25, 345 MHz, 69.29 W, 0 %, 0 MiB
2026/04/21 18:17:30.764, 2, 26, 345 MHz, 69.78 W, 0 %, 0 MiB
2026/04/21 18:17:30.770, 3, 26, 1590 MHz, 99.18 W, 0 %, 0 MiB
2026/04/21 18:17:31.775, 0, 26, 345 MHz, 70.99 W, 0 %, 0 MiB
2026/04/21 18:17:31.779, 1, 25, 345 MHz, 69.29 W, 0 %, 0 MiB
2026/04/21 18:17:31.783, 2, 26, 345 MHz, 69.76 W, 0 %, 0 MiB
2026/04/21 18:17:31.786, 3, 26, 1590 MHz, 99.15 W, 0 %, 0 MiB
2026/04/21 18:17:32.789, 0, 26, 345 MHz, 70.76 W, 0 %, 0 MiB
2026/04/21 18:17:32.793, 1, 25, 345 MHz, 69.21 W, 0 %, 0 MiB
2026/04/21 18:17:32.796, 2, 26, 345 MHz, 69.79 W, 0 %, 0 MiB
2026/04/21 18:17:32.799, 3, 26, 1590 MHz, 99.21 W, 0 %, 0 MiB
2026/04/21 18:17:33.802, 0, 26, 345 MHz, 70.98 W, 0 %, 0 MiB
2026/04/21 18:17:33.810, 1, 25, 345 MHz, 69.28 W, 0 %, 0 MiB
2026/04/21 18:17:33.813, 2, 26, 345 MHz, 69.75 W, 0 %, 0 MiB
2026/04/21 18:17:33.816, 3, 26, 1590 MHz, 99.26 W, 0 %, 0 MiB
2026/04/21 18:17:34.819, 0, 26, 345 MHz, 70.85 W, 0 %, 0 MiB
2026/04/21 18:17:34.823, 1, 25, 345 MHz, 69.31 W, 0 %, 0 MiB
2026/04/21 18:17:34.826, 2, 26, 345 MHz, 69.78 W, 0 %, 0 MiB
2026/04/21 18:17:34.829, 3, 26, 1590 MHz, 99.29 W, 0 %, 0 MiB
2026/04/21 18:17:35.833, 0, 26, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 18:17:35.837, 1, 25, 345 MHz, 69.29 W, 0 %, 0 MiB
2026/04/21 18:17:35.840, 2, 26, 345 MHz, 69.73 W, 0 %, 0 MiB
2026/04/21 18:17:35.843, 3, 26, 1590 MHz, 99.21 W, 0 %, 0 MiB
2026/04/21 18:17:36.847, 0, 26, 345 MHz, 70.86 W, 0 %, 0 MiB
2026/04/21 18:17:36.851, 1, 25, 345 MHz, 69.33 W, 0 %, 0 MiB
2026/04/21 18:17:36.854, 2, 26, 345 MHz, 69.76 W, 0 %, 0 MiB
2026/04/21 18:17:36.858, 3, 26, 1590 MHz, 99.24 W, 0 %, 0 MiB
2026/04/21 18:17:37.861, 0, 26, 345 MHz, 70.93 W, 0 %, 0 MiB
2026/04/21 18:17:37.866, 1, 25, 345 MHz, 69.26 W, 0 %, 0 MiB
2026/04/21 18:17:37.869, 2, 26, 345 MHz, 69.72 W, 0 %, 0 MiB
2026/04/21 18:17:37.872, 3, 26, 1590 MHz, 99.20 W, 0 %, 0 MiB
2026/04/21 18:17:38.876, 0, 26, 345 MHz, 70.85 W, 0 %, 0 MiB
